"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License","Online Date",Issue Date,"Meeting Date","Publisher",Document Identifier
"Global sliding-mode control. Improved design for a brushless DC motor","Hyeung-Sik Choi; Yong-Heon Park; Yongsung Cho; Minho Lee","Div. of Mech. & Inf. Eng., Korea Maritime Univ., Busam, South Korea; NA; NA; NA","IEEE Control Systems Magazine","","2001","21","3","27","35","An improved global sliding-mode control (GSMC) was proposed for controlling second-order time-varying systems with bounded uncertain parameters and disturbances. The proposed controller drives the system states along the minimum time trajectory within the input torque limit. If the reference input and the bounds of the uncertain parameters and disturbances are specified, the minimum arrival time and the acceleration are expressed in closed-form equations. The proposed controller was applied to the brushless DC motor with uncertain loads. Experimental results of the proposed controller are quite similar to simulation and closed-form equation results and showed the best performance compared with other SMC. The closed-form equation can be used for designing motor-based actuators for mechanical systems without simulation and experiments.","1941-000X","","10.1109/37.924795","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=924795","","Sliding mode control;Control systems;Brushless DC motors;Torque control;Uncertainty;Robust control;Equations;Uncertain systems;DC motors;Brushless motors","brushless DC motors;machine control;variable structure systems;time-varying systems;uncertain systems;time optimal control;acceleration control","global sliding-mode control;GSMC;brushless DC motor;second-order time-varying systems;bounded uncertain parameters;disturbances;minimum time trajectory;minimum arrival time;acceleration;closed-form equations;BLDC motor;simulation;closed-form equation;motor-based actuator design;mechanical systems","","72","","13","","","","","IEEE","IEEE Magazines"
"A multi-wall-and-floor model for indoor radio propagation","M. Lott; I. Forkel","Inf. & Commun. Mobile, Siemens AG, Munchen, Germany; NA","IEEE VTS 53rd Vehicular Technology Conference, Spring 2001. Proceedings (Cat. No.01CH37202)","","2001","1","","464","468 vol.1","A requirement for the performance evaluation of wireless systems by means of simulations is the knowledge of the path loss between transmitters and receivers. A new indoor path loss model for large-scale attenuation is proposed The multi-wall-and-floor (MWF) model considers the nonlinear relationship between the cumulative penetration loss and the number of penetrated floors and walls. The model has been derived from ray tracing simulations in different scenarios and the respective parameters are provided at 5.2 GHz. For validation purposes, measurements and extensive comparisons with results found in literature have been performed. The simple structure of the MWF model makes it an interesting alternative to ray tracing for system simulations in indoor environments.","1090-3038","0-7803-6728-6","10.1109/VETECS.2001.944886","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=944886","","Indoor radio communication;Ray tracing;Performance loss;Propagation losses;Radio transmitters;Receivers;Large-scale systems;Attenuation;Performance evaluation;Indoor environments","ray tracing;indoor radio;microwave propagation;absorption;electromagnetic wave scattering","multi-wall-and-floor model;indoor radio propagation;indoor path loss model;large-scale attenuation;cumulative penetration loss;ray tracing;5.2 GHz","","100","","24","","","","","IEEE","IEEE Conferences"
"Curve evolution implementation of the Mumford-Shah functional for image segmentation, denoising, interpolation, and magnification","A. Tsai; A. Yezzi; A. S. Willsky","Lab. for Inf. & Decision Syst., MIT, Cambridge, MA, USA; NA; NA","IEEE Transactions on Image Processing","","2001","10","8","1169","1186","We first address the problem of simultaneous image segmentation and smoothing by approaching the Mumford-Shah (1989) paradigm from a curve evolution perspective. In particular, we let a set of deformable contours define the boundaries between regions in an image where we model the data via piecewise smooth functions and employ a gradient flow to evolve these contours. Each gradient step involves solving an optimal estimation problem for the data within each region, connecting curve evolution and the Mumford-Shah functional with the theory of boundary-value stochastic processes. The resulting active contour model offers a tractable implementation of the original Mumford-Shah model (i.e., without resorting to elliptic approximations which have traditionally been favored for greater ease in implementation) to simultaneously segment and smoothly reconstruct the data within a given image in a coupled manner. Various implementations of this algorithm are introduced to increase its speed of convergence. We also outline a hierarchical implementation of this algorithm to handle important image features such as triple points and other multiple junctions. Next, by generalizing the data fidelity term of the original Mumford-Shah functional to incorporate a spatially varying penalty, we extend our method to problems in which data quality varies across the image and to images in which sets of pixel measurements are missing. This more general model leads us to a novel PDE-based approach for simultaneous image magnification, segmentation, and smoothing, thereby extending the traditional applications of the Mumford-Shah functional which only considers simultaneous segmentation and smoothing.","1941-0042","","10.1109/83.935033","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=935033","","Image segmentation;Noise reduction;Smoothing methods;Active contours;Interpolation;Stochastic processes;Image reconstruction;Application software;Computer vision;Image processing","image segmentation;interpolation;stochastic processes;functional equations;smoothing methods;gradient methods;image reconstruction;partial differential equations","curve evolution;Mumford-Shah functional;image segmentation;image denoising;image interpolation;image magnification;image smoothing;deformable contours;image region boundaries;piecewise smooth functions;gradient flow;optimal estimation problem;boundary-value stochastic process;tractable implementation;Mumford-Shah model;data reconstruction;algorithm implementations;image features;triple points;multiple junctions;data fidelity term;spatially varying penalty;data quality;pixel measurements;PDE-based approach;partial differential equations","","559","","52","","","","","IEEE","IEEE Journals"
"Frontmatter","R. F. Harrington","Syracuse Univ. (retired)","Time-Harmonic Electromagnetic Fields","","2001","","","i","xiii","The prelims comprise:   Half Title   IEEE Press Series   Title   Copyright   IEEE Press Board Page   Foreword to the Reissued Edition   Preface   Contents   ","","9780470546710","10.1109/9780470546710.fmatter","","https://ieeexplore.ieee.org","","","","","","","","","","","","","IEEE",""
"Low-voltage low-power CMOS full adder","D. Radhakrishnan","Nanyang Technol. Inst., Singapore","IEE Proceedings - Circuits, Devices and Systems","","2001","148","1","19","24","Low-power design of VLSI circuits has been identified as a critical technological need in recent years due to the high demand for portable consumer electronics products. In this regard many innovative designs for basic logic functions using pass transistors and transmission gates have appeared in the literature recently. These designs relied on the intuition and cleverness of the designers, without involving formal design procedures. Hence, a formal design procedure for realising a minimal transistor CMOS pass network XOR-XNOR cell, that is fully compensated for threshold voltage drop in MOS transistors, is presented. This new cell can reliably operate within certain bounds when the power supply voltage is scaled down, as long as due consideration is given to the sizing of the MOS transistors during the initial design step. A low transistor count full adder cell using the new XOR-XNOR cell is also presented.","1350-2409","","10.1049/ip-cds:20010170","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=914433","","","CMOS logic circuits;adders;low-power electronics;VLSI;cellular arrays;circuit CAD;logic CAD;integrated circuit design","CMOS full adder;low-power design;VLSI circuits;formal design procedure;minimal transistor CMOS pass network;XOR-XNOR cell;threshold voltage drop;power supply voltage;MOS transistors","","81","","","","","","","IET","IET Journals"
"Energy management strategy for a parallel hybrid electric truck","Chan-Chiao Lin; Jun-Mo Kang; J. W. Grizzle; Huei Peng","Dept. of Mech. Eng., Michigan Univ., Ann Arbor, MI, USA; NA; NA; NA","Proceedings of the 2001 American Control Conference. (Cat. No.01CH37148)","","2001","4","","2878","2883 vol.4","Due to the complex nature of hybrid electric vehicles, control strategies based on engineering intuition frequently fail to achieve satisfactory overall system efficiency. This paper presents a procedure for improving the energy management strategy for a parallel hybrid electric truck on the basis of dynamic optimization over a given drive cycle. Dynamic programming techniques are utilized to determine the optimal control actions for a hybrid powertrain in order to minimize fuel consumption. By carefully analyzing the resulting optimal policy, new rules can be ascertained to improve the basic control strategy. The resulting new control strategy is shown to achieve better fuel economy through simulations on a detailed vehicle model.","0743-1619","0-7803-6495-3","10.1109/ACC.2001.946337","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=946337","","Energy management;Optimal control;Hybrid electric vehicles;Control systems;Automotive engineering;Power engineering and energy;Vehicle dynamics;Dynamic programming;Mechanical power transmission;Fuels","road vehicles;energy measurement;electric vehicles;intelligent control;optimal control;dynamic programming","hybrid electric vehicle;energy management;dynamic programming;rule based control;optimal control;fuel consumption","","34","","14","","","","","IEEE","IEEE Conferences"
"An improved bang-bang phase detector for clock and data recovery applications","M. Ramezani; C. A. T. Salama","Dept. of Electr. & Comput. Eng., Toronto Univ., Ont., Canada; NA","ISCAS 2001. The 2001 IEEE International Symposium on Circuits and Systems (Cat. No.01CH37196)","","2001","1","","715","718 vol. 1","A low power fully integrated PLL-based 5 Gb/s NRZ clock and data recovery circuit was successfully implemented in a 0.18 /spl mu/m CMOS process. A novel bang-bang phase detector, used in the implementation, resulted in improved jitter performance compared to conventional bang-bang detectors. Differential topologies were used for the charge-pump and VCO circuits to reduce the design sensitivity to power supply noise. The maximum measured clock jitter from a 2/sup 23/-1 pseudorandom bit stream (PRBS) input data was less than 4.8 ps rms. The total power dissipation was less than 80 mW from a 1.8 V supply.","","0-7803-6685-9","10.1109/ISCAS.2001.921956","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=921956","","Phase detection;Detectors;Clocks;Jitter;Optical signal processing;CMOS process;Circuit topology;Charge pumps;Voltage-controlled oscillators;Power supplies","synchronisation;timing jitter;phase detectors;phase locked loops;low-power electronics;CMOS integrated circuits;voltage-controlled oscillators","bang-bang phase detector;clock and data recovery circuit;low-power PLL;NRZ signal;CMOS chip;charge pump;differential VCO;clock jitter;PRBS signal;0.18 micron;5 Gbit/s;80 mW;1.8 mV","","23","","6","","","","","IEEE","IEEE Conferences"
"An analytic three-terminal band-to-band tunneling model on GIDL in MOSFET","Ja-Hao Chen; Shyh-Chyi Wong; Yeong-Her Wang","Dept. of Electr. Eng., Nat. Cheng Kung Univ., Tainan, Taiwan; NA; NA","IEEE Transactions on Electron Devices","","2001","48","7","1400","1405","An analytic three-terminal band-to-band tunneling current model for the gate-induced drain leakage current (GIDL) in an n-MOSFET is developed. This model considers impurity doping concentration, vertical field, lateral field, and so-induced electron momentum enhancement, as well as the surface electro-static potential in the gate-to-drain overlapped region. Based on a constant surface-potential approximation, a closed-form equation has been obtained instead of the complex integral-form in previous works. The results from this new model show good agreement with the measurement data over a wide range of gate and drain biases and device channel lengths. This work is useful for GIDL analysis in transistor design as well as in circuit simulation.","1557-9646","","10.1109/16.930658","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=930658","","Tunneling","tunnelling;leakage currents;MOSFET;doping profiles;semiconductor device models;surface potential","three-terminal band-to-band tunneling model;GIDL;MOSFET;gate-induced drain leakage current;impurity doping concentration;vertical field;lateral field;electron momentum enhancement;surface electro-static potential;gate-to-drain overlapped region;constant surface-potential approximation;closed-form equation;device channel lengths;transistor design;circuit simulation","","44","","26","","","","","IEEE","IEEE Journals"
"Generalizations of the sampling theorem: Seven decades after Nyquist","P. P. Vaidyanathan","Dept. of Electr. Eng., California Inst. of Technol., Pasadena, CA, USA","IEEE Transactions on Circuits and Systems I: Fundamental Theory and Applications","","2001","48","9","1094","1109","The sampling theorem is one of the most basic and fascinating topics in engineering sciences. The most well-known form is Shannon's uniform-sampling theorem for bandlimited signals. Extensions of this to bandpass signals and multiband signals, and to nonuniform sampling are also well-known. The connection between such extensions and the theory of filter banks in DSP has been well established. This paper presents some of the less known aspects of sampling, with special emphasis on non bandlimited signals, pointwise stability of reconstruction, and reconstruction from nonuniform samples. Applications in multiresolution computation and in digital spline interpolation are also reviewed.","1558-1268","","10.1109/81.948437","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=948437","","Sampling methods;Stability;Image reconstruction;Finite impulse response filter;Nonuniform sampling;Digital signal processing;Signal sampling;Energy resolution;Signal resolution;Interpolation","signal sampling;interpolation;splines (mathematics);signal resolution;signal reconstruction;bandlimited signals","uniform sampling;Nyquist theorem;Shannon theorem;bandlimited signal;bandpass signal;multiband signal;nonuniform sampling;filter bank;digital signal processing;nonbandlimited signal;pointwise stability;signal reconstruction;multiresolution computation;digital spline interpolation;sampling theorem","","103","","29","","","","","IEEE","IEEE Journals"
"OUM - A 180 nm nonvolatile memory cell element technology for stand alone and embedded applications","S. Lai; T. Lowrey","Intel Corp., Santa Clara, CA, USA; NA","International Electron Devices Meeting. Technical Digest (Cat. No.01CH37224)","","2001","","","36.5.1","36.5.4","This paper discusses the development status of the memory cell element of OUM (Ovonic Unified Memory) - a chalcogenide-based, phase-change nonvolatile semiconductor memory technology at the 180 nm technology node. The device structure and characterization of the memory element will be reviewed. The key characteristics of the technology will be discussed for ultra-high density, low voltage, high-speed programming, high cycle count, high read speed, and competitive cost structure nonvolatile memory for stand alone and embedded applications. This technology is inherently radiation resistant and is bit byte or word programmable without the requirement of Flash-like block erase. Low voltage and energy operation make OUM an attractive candidate for mobile applications.","","0-7803-7050-3","10.1109/IEDM.2001.979636","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=979636","","Nonvolatile memory;CMOS technology;Low voltage;Costs;Random access memory;Phased arrays;Phase change materials;CMOS process;CMOS logic circuits;Logic devices","semiconductor storage;chalcogenide glasses;low-power electronics","OUM;nonvolatile memory cell element technology;radiation resistance;stand alone applications;Ovonic Unified Memory;phase change material;chalcogenide semiconductor;ultra-high-density low-voltage high-speed programming;mobile applications;embedded applications;180 nm","","133","","4","","","","","IEEE","IEEE Conferences"
"Wireless mobile communications at the start of the 21st century","Qi Bi; G. L. Zysman; H. Menkes","Lucent Technol., Murray Hill, NJ, USA; NA; NA","IEEE Communications Magazine","","2001","39","1","110","116","At the start of the 21st century, the wireless mobile markets are witnessing unprecedented growth fueled by an information explosion and a technology revolution. In the radio frequency arena, the trend is to move from narrowband to wideband with a family of standards tailored to a variety of application needs. Many enabling technologies including wideband code-division multiple access, software-defined radio, intelligent antennas, and digital processing devices are greatly improving the spectral efficiency of third-generation systems. In the mobile network area, the trend is to move from traditional circuit-switched systems to packet-switched programmable networks that integrate both voice and packet services, and eventually evolve toward an all-IP network. Furthermore, accompanied by wireless mobile location technology, wireless mobile Internet is expected to revolutionize the services that can be provided to consumers in the right place and at the right time. Wireless mobile communications may not only complement the well established wireline network; it may also become a serious competitor in years to come. We review the history of the wireless mobile communications, examine the current progress in standards and technologies, and discuss possible trends for wireless mobile solutions.","1558-1896","","10.1109/35.894384","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=894384","","Wireless communication;Mobile communication;Broadband antennas;Explosions;Radio frequency;Narrowband;Wideband;Application software;Multiaccess communication;Circuits","land mobile radio;broadband networks;telecommunication standards;code division multiple access;adaptive antenna arrays;software architecture;packet radio networks;Internet;voice communication;transport protocols;radio direction-finding","wireless mobile communications;21st century;wireless mobile markets;radio frequency;standards;wideband radio networks;wideband code-division multiple access;W-CDMA;software-defined radio;intelligent antennas;digital processing devices;spectral efficiency;third-generation systems;mobile network;circuit-switched systems;packet-switched programmable networks;packet services;voice services;all-IP network;wireless mobile location technology;wireless mobile Internet;wireless mobile technologies;geolocation","","57","","10","","","","","IEEE","IEEE Magazines"
"RF/wireless interconnect for inter- and intra-chip communications","M. F. Chang; V. P. Roychowdhury; Liyang Zhang; Hyunchol Shin; Yongxi Qian","Dept. of Earth Eng., California Univ., Los Angeles, CA, USA; NA; NA; NA; NA","Proceedings of the IEEE","","2001","89","4","456","466","Recent studies showed that conventional approaches being used to solve problems imposed by hard-wired metal interconnects will eventually encounter fundamental limits and may impede the advance of future ultralarge-scale integrated circuits (ULSls). To surpass these fundamental limits, we introduce a novel RF/wireless interconnect concept for future inter- and intra-ULSI communications. Unlike the traditional ""passive"" metal interconnect, the ""active"" RF/wireless interconnect is based on low loss and dispersion-free microwave signal transmission, near-field capacitive coupling, and modem multiple-access algorithms. In this paper we address issues relevant to the signal channeling of the RF/wireless interconnect and discuss its advantages in speed, signal integrity, and channel reconfiguration. The electronic overhead required in the RF/wireless-interconnect system and its compatibility with the future ULSI and MCM (multi-chip-module) will be discussed as well.","1558-2256","","10.1109/5.920578","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=920578","","Radio frequency;Integrated circuit interconnections;RF signals;Ultra large scale integration;Attenuation;Circuits and systems;Wires;Power system interconnection;Conducting materials;Dielectric materials","ULSI;multichip modules;integrated circuit interconnections","RF interconnect;wireless interconnect;inter-chip communication;intra-chip communication;ULSl;active interconnect;microwave signal transmission;near-field capacitive coupling;modem multiple-access algorithm;MCM;electronic overhead;signal channeling","","177","","20","","","","","IEEE","IEEE Journals"
"Electromagnetic Resonators","R. E. Collin","Case Western Reserve Univ., Cleveland, Ohio","Foundations for Microwave Engineering","","2001","","","481","549","This chapter contains sections titled:   Resonant Circuits   Transmission-Line Resonant Circuits   Microstrip Resonators   Microwave Cavities   Dielectric Resonators   Equivalent Circuits for Cavities   Field Expansion in a General Cavity   Oscillations in a Source-Free Cavity   Excitation of Cavities   Cavity Perturbation Theory    This chapter contains sections titled:   Problems   References   ","","9780470544662","10.1109/9780470544662.ch7","","https://ieeexplore.ieee.org","","","","","","","","","","","","","IEEE",""
"Optically sampled analog-to-digital converters","P. W. Juodawlkis; J. C. Twichell; G. E. Betts; J. J. Hargreaves; R. D. Younger; J. L. Wasserman; F. J. O'Donnell; K. G. Ray; R. C. Williamson","Lincoln Lab., MIT, Lexington, MA, USA; NA; NA; NA; NA; NA; NA; NA; NA","IEEE Transactions on Microwave Theory and Techniques","","2001","49","10","1840","1853","Optically sampled analog-to-digital converters (ADCs) combine optical sampling with electronic quantization to enhance the performance of electronic ADCs. In this paper, we review the prior and current work in this field, and then describe our efforts to develop and extend the bandwidth of a linearized sampling technique referred to as phase-encoded optical sampling. The technique uses a dual-output electrooptic sampling transducer to achieve both high linearity and 60-dB suppression of laser amplitude noise. The bandwidth of the technique is extended by optically distributing the post-sampling pulses to an array of time-interleaved electronic quantizers. We report on the performance of a 505-MS/s (megasample per second) optically sampled ADC that includes high-extinction LiNbO/sub 3/ 1-to-8 optical time-division demultiplexers. Initial characterization of the 505-MS/s system reveals a maximum signal-to-noise ratio of 51 dB (8.2 bits) and a spur-free dynamic range of 61 dB. The performance of the present system is limited by electronic quantizer noise, photodiode saturation, and preliminary calibration procedures. None of these fundamentally limit this sampling approach, which should enable multigigahertz converters with 12-b resolution. A signal-to-noise analysis of the phase-encoded sampling technique shows good agreement with measured data from the 505-MS/s system.","1557-9670","","10.1109/22.954797","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=954797","","Analog-digital conversion;Optical saturation;Sampling methods;Optical noise;Bandwidth;Optical arrays;Quantization;Transducers;Linearity;Laser noise","analogue-digital conversion;quantisation (signal);demultiplexing equipment;timing jitter;calibration","optically sampled analog-to-digital converters;electronic quantization;bandwidth;linearized sampling technique;phase-encoded optical sampling;dual-output electrooptic sampling transducer;laser amplitude noise;time-interleaved electronic quantizers;time-division demultiplexers;signal-to-noise ratio;spur-free dynamic range;photodiode saturation;preliminary calibration procedures;sampling approach;12 bit;LiNbO/sub 3/","","222","","53","","","","","IEEE","IEEE Journals"
"Power electronic converter and system control","T. G. Habetler; R. G. Harley","Sch. of Electr. & Comput. Eng., Georgia Inst. of Technol., Atlanta, GA, USA; NA","Proceedings of the IEEE","","2001","89","6","913","925","This paper deals with modern control systems technology that is frequently applied to power conversion systems. The discussion goes far beyond the basic level of switch control in switching regulators. System-level control issues are important in expanding the market base of power electronics. Improvement in system performance involves not only the use of advanced control techniques, but also the integration of several converters or converter systems into a larger system. A fully controlled rectifier and an induction motor drive system are presented as typical applications to illustrate the use of many techniques for controlling power converters. The paper then points out how a wide variety of control techniques can be applied to enhance the controller performance and bandwidth in power electronics. These techniques include observers and adaptive control, nonlinear control, sliding and dead-beat control, and intelligent control. Finally, the paper points out how power electronic system performance can be enhanced through the use of condition monitoring and diagnostics.","1558-2256","","10.1109/5.931488","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=931488","","Power electronics;Control systems;Switches;System performance;Power conversion;Regulators;Rectifiers;Induction motor drives;Bandwidth;Adaptive control","power convertors;intelligent control;observers;adaptive control;nonlinear control systems;variable structure systems;induction motor drives;rectifying circuits","power electronic converter;control systems;switch control;switching regulators;system-level control;controlled rectifier;induction motor drive system;power converters control;controller performance enhancement;bandwidth enhancement;observers;adaptive control;nonlinear control;sliding mode control;dead-beat control;intelligent control;diagnostics;condition monitoring","","43","","113","","","","","IEEE","IEEE Journals"
"Efficient feature extraction for 2D/3D objects in mesh representation","Cha Zhang; Tsuhan Chen","Dept. of Electr. & Comput. Eng., Carnegie Mellon Univ., Pittsburgh, PA, USA; NA","Proceedings 2001 International Conference on Image Processing (Cat. No.01CH37205)","","2001","3","","935","938 vol.3","Meshes are dominantly used to represent 3D models as they fit well with graphics rendering hardware. Features such as volume, moments, and Fourier transform coefficients need to be calculated from the mesh representation efficiently. We propose an algorithm to calculate these features without transforming the mesh into other representations such as the volumetric representation. To calculate a feature for a mesh, we show that we can first compute it for each elementary shape such as a triangle or a tetrahedron, and then add up all the values for the mesh. The algorithm is simple and efficient, with many potential applications.","","0-7803-6725-1","10.1109/ICIP.2001.958278","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=958278","","Feature extraction;Shape;Fourier transforms;Rendering (computer graphics);Hardware;Computer graphics;Layout;Virtual reality;Internet;Solid modeling","mesh generation;feature extraction;rendering (computer graphics);solid modelling;Fourier transforms;image representation","feature extraction;2D objects;3D objects;mesh representation;graphics rendering hardware;volume;moments;Fourier transform coefficients","","94","","10","","","","","IEEE","IEEE Conferences"
"When virtual is better than real [operating system relocation to virtual machines]","P. M. Chen; B. D. Noble","Dept. of Electr. Eng. & Comput. Sci., Michigan Univ., Ann Arbor, MI, USA; Dept. of Electr. Eng. & Comput. Sci., Michigan Univ., Ann Arbor, MI, USA","Proceedings Eighth Workshop on Hot Topics in Operating Systems","","2001","","","133","138","This paper argues that the operating system and applications currently running on a real machine should relocate into a virtual machine. This structure enables services to be added below the operating system and to do so without trusting or modifying the operating system or applications. To demonstrate the usefulness of this structure, we describe three services that take advantage of it: secure logging, intrusion prevention and detection, and environment migration.","","0-7695-1040-X","10.1109/HOTOS.2001.990073","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=990073","","Virtual machining;Operating systems;Virtual machine monitors;Security;Application software;Hardware;Linux;Software testing;Large-scale systems","virtual machines;operating systems (computers)","operating system;virtual machine;secure logging;intrusion prevention;intrusion detection;environment migration","","124","","20","","","","","IEEE","IEEE Conferences"
"Exact linearization and noninteracting control of a 4 rotors helicopter via dynamic feedback","V. Mistler; A. Benallegue; N. K. M'Sirdi","Lab. de Robotique de Paris, Velizy, France; NA; NA","Proceedings 10th IEEE International Workshop on Robot and Human Interactive Communication. ROMAN 2001 (Cat. No.01TH8591)","","2001","","","586","593","Presents a nonlinear dynamic model for a four rotors helicopter in a form suited for control design. We show that the input-output decoupling problem is not solvable for this model by means of a static state feedback control law. Then, a dynamic feedback controller is developed which renders the closed-loop system linear, controllable and noninteractive after a change of coordinates in the state-space. Finally, the stability and the robustness of the proposed control law in the presence of wind, turbulences and parametric uncertainties is analyzed through a simulated case study.","","0-7803-7222-0","10.1109/ROMAN.2001.981968","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=981968","","Nonlinear dynamical systems;Robust stability;Helicopters;Control design;State feedback;Adaptive control;Linear feedback control systems;Control systems;Stability analysis;Robust control","feedback;nonlinear dynamical systems;helicopters;remotely operated vehicles;mobile robots;linearisation techniques;robust control;control system synthesis;closed loop systems;state-space methods;microrobots;position control;attitude control","exact linearization;autonomous unmanned air vehicle;noninteracting control;miniature 4 rotors helicopter;dynamic feedback;four rotors helicopter;control design;input-output decoupling problem;closed loop system;state-space;stability;robustness;wind;turbulences;parametric uncertainties;autonomous UAVs","","86","","15","","","","","IEEE","IEEE Conferences"
"Face recognition using neural networks","N. Jamil; S. Lqbal; N. Iqbal","Fatima Jinnah Women Univ., Rawalpindi, Pakistan; Fatima Jinnah Women Univ., Rawalpindi, Pakistan; Fatima Jinnah Women Univ., Rawalpindi, Pakistan","Proceedings. IEEE International Multi Topic Conference, 2001. IEEE INMIC 2001. Technology for the 21st Century.","","2001","","","277","281","In this paper we depict an experiment to the face recognition problem by combining eigenfaces and neural network. Eigenfaces are applied to extract the relevant information in a face image, which are important for identification. Using this we can represent face pictures with several coefficients (about twenty) instead of having to use the whole picture. Neural networks are used to recognize the face through learning correct classification of the coefficients calculated by the eigenface algorithm. The network is first trained on the pictures from the face database, and then it is used to identify the face pictures given to it. Eight subjects (persons) were used in a database of 80 face images. A recognition accuracy of 95.6% was achieved with vertically oriented frontal views of a human face.","","0-7803-7406-1","10.1109/INMIC.2001.995351","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=995351","","Face recognition;Neural networks;Face detection;Principal component analysis;Image databases;Humans;Data mining;Image recognition;Law enforcement;Workstations","face recognition;visual databases;eigenvalues and eigenfunctions;pattern classification;neural nets;learning (artificial intelligence);principal component analysis","face recognition;eigenfaces;neural network;classification learning;face database;principal component analysis;eigenvectors;training Data","","10","","3","","","","","IEEE","IEEE Conferences"
"General stability criterions for zero phase angle controlled loosely coupled inductive power transfer systems","Chwei-Sen Wang; G. A. Covic; O. H. Stielau","Dept. of Electr. & Electron. Eng., Auckland Univ., New Zealand; NA; NA","IECON'01. 27th Annual Conference of the IEEE Industrial Electronics Society (Cat. No.37243)","","2001","2","","1049","1054 vol.2","Loosely coupled inductive power transfer (LCIPT) systems are designed to deliver power efficiently from a stationary primary source to one or more movable secondary loads over relatively large air-gaps, however this becomes more difficult as the complexity of the system grows. A general analysis of such LCIPT systems is essential for optimal system design. This analysis is undertaken for LCIPT systems that attempt to operate with zero phase angles between the primary input voltage and current in order to achieve minimum cost and maximum performance. The paper develops general boundary conditions that if followed ensures only one operating condition exists for any practical load thereby assuring stable operation and power transfer capability. This is verified by measuring a contact-less electric vehicle battery charging system.","","0-7803-7108-9","10.1109/IECON.2001.975925","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=975925","","Stability criteria;Air gaps;System analysis and design;Performance analysis;Voltage;Costs;Boundary conditions;Battery charge measurement;Electric variables measurement;Electric vehicles","power transmission;electromagnetic induction;electric vehicles;battery chargers;phase control;stability criteria","stability criteria;zero phase angle controlled inductive power transfer systems;loosely coupled inductive power transfer systems;stationary primary source;movable secondary loads;air-gaps;optimal system design;primary input voltage;primary input current;minimum cost;maximum performance;boundary conditions;operating condition;stable operation;power transfer capability;contact-less electric vehicle battery charging system","","29","","8","","","","","IEEE","IEEE Conferences"
"Ethical hacking","C. C. Palmer","IBM Research Division, Thomas J. Watson Research Center, P.O. Box 218, Yorktown Heights, New York 10598, USA","IBM Systems Journal","","2001","40","3","769","780","The explosive growth of the Internet has brought many good things: electronic commerce, easy access to vast stores of reference material, collaborative computing, e-mail, and new avenues for advertising and information distribution, to name a few. As with most technological advances, there is also a dark side: criminal hackers. Governments, companies, and private citizens around the world are anxious to be a part of this revolution, but they are afraid that some hacker will break into their Web server and replace their logo with pornography, read their e-mail, steal their credit card number from an on-line shopping site, or implant software that will secretly transmit their organization's secrets to the open Internet. With these concerns and others, the ethical hacker can help. This paper describes ethical hackers: their skills, their attitudes, and how they go about helping their customers find and plug up security holes. The ethical hacking process is explained, along with many of the problems that the Global Security Analysis Lab has seen during its early years of ethical hacking for IBM clients.","0018-8670","","10.1147/sj.403.0769","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5386933","","","","","","3","","","","","","","IBM","IBM Journals"
