"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License","Online Date",Issue Date,"Meeting Date","Publisher",Document Identifier
"Novel slot spiral antenna designs for dual-band/multiband operation","D. S. Filipovic; J. L. Volakis","Dept. of Electr. Eng. & Comput. Sci., Univ. of Michigan, Ann Arbor, MI, USA; Dept. of Electr. Eng. & Comput. Sci., Univ. of Michigan, Ann Arbor, MI, USA","IEEE Transactions on Antennas and Propagation","","2003","51","3","430","440","New applications for wireless communications are typically accompanied by a need for antennas that integrate several frequencies and functionalities under a single aperture. Different requirements for pattern, gain, and polarization at each operating frequency further complicate the design of such antennas. Novel slot spiral antenna designs for dual-band/multiband operation are introduced. Typically excited to operate in the first mode, the proposed two-arm slot spiral is redesigned to operate efficiently in the second mode and in a hybrid first/second mode for better functionality. Several key features are introduced to achieve requirements for impedance matching, pattern, and gain suitable for a specific automotive dual-band DAB/SDARS (digital audio broadcasting/satellite digital audio radio services) antenna system. Among these features are new feeding systems, a suitable mix of spiral growth rates, and a low-loss spiral arm termination. The design is accomplished using full-wave finite-element boundary integral simulations and is verified with measurements.","1558-2221","","10.1109/TAP.2003.809872","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1201318","","Spirals;Slot antennas;Dual band;Frequency;Wireless communication;Aperture antennas;Polarization;Impedance matching;Automotive engineering;Digital audio broadcasting","digital audio broadcasting;direct broadcasting by satellite;spiral antennas;slot antennas;mobile antennas;multifrequency antennas;UHF antennas;antenna radiation patterns;impedance matching;antenna feeds;finite element analysis;conformal antennas;electromagnetic wave polarisation;baluns","slot antenna;spiral antenna;dual-band antenna;multiband antenna;antenna pattern;antenna gain;polarization;impedance matching;automotive antenna system;DAB;SDARS;digital audio broadcasting;satellite digital audio radio services;full-wave finite-element boundary integral;conformal antennas;coaxial balun;1.452 to 1.492 GHz;2.332 to 2.345 GHz","","23","","16","","","","","IEEE","IEEE Journals"
"Quasi-active power factor correction with a variable inductive filter: theory, design and practice","W. H. Wolfle; W. G. Hurley","Dept. of Electron. Eng., Nat. Univ. of Ireland, Galway, Ireland; Dept. of Electron. Eng., Nat. Univ. of Ireland, Galway, Ireland","IEEE Transactions on Power Electronics","","2003","18","1","248","255","The mains current in an AC/DC converter contains periodic current pulses, due to the action of the rectifier and the output buffer capacitor. The high current peaks cause harmonic distortion of the supply current and low power factor. Introducing active power factor correction in the form of a boost pre-regulator can reduce the level of harmonics. Passive power factor correction in the form of an input filter inductor is less expensive but the component is bulky because it must be sized to handle the full power range of the supply. This paper investigates the use of variable inductance (the inductance varies with current), which provides adequate harmonic reduction. Three types of inductors are investigated: an inductor with a fixed air-gap operating with a saturated core, a swinging inductor which has a stepped gap and a novel inductor construction with a sloped air-gap (SAG). Results are presented for a 200 W power supply and it is shown that the SAG inductor has the best performance in terms of harmonic response and size.","1941-0107","","10.1109/TPEL.2002.807135","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1187344","","Power factor correction;Filtering theory;Inductors;Power harmonic filters;Active filters;Power system harmonics;Inductance;Air gaps;DC-DC power converters;Rectifiers","power factor correction;inductance;AC-DC power convertors;rectifying circuits;inductors;power supplies to apparatus;air gaps;power conversion harmonics;harmonics suppression","quasi-active power factor correction;variable inductive filter;AC/DC converter;periodic current pulses;rectifier;output buffer capacitor;high current peaks;harmonic distortion;supply current;low power factor;active power factor correction;boost pre-regulator;passive power factor correction;input filter inductor;variable inductance;harmonic reduction;fixed air-gap inductor;sloped air-gap inductor;power supply","","47","","7","","","","","IEEE","IEEE Journals"
"An exoskeletal robot for human shoulder joint motion assist","K. Kiguchi; K. Iwami; M. Yasuda; K. Watanabe; T. Fukuda","Dept. of Adv. Syst. Control Eng., Saga Univ., Japan; Dept. of Adv. Syst. Control Eng., Saga Univ., Japan; Dept. of Adv. Syst. Control Eng., Saga Univ., Japan; Dept. of Adv. Syst. Control Eng., Saga Univ., Japan; NA","IEEE/ASME Transactions on Mechatronics","","2003","8","1","125","135","We develop exoskeletal robots to assist the motion of physically weak persons such as elderly persons or handicapped persons. In our previous research (2001), a prototype of a two degree of freedom exoskeletal robots for shoulder joint motion assist have been developed. In this paper, we propose an effective fuzzy-neuro controller, a moving mechanism of the center of rotation (CR) of the shoulder joint of the exoskeletal robot, and an intelligent interface in order to realize a practical and effective exoskeletal robot for shoulder joint motion assist. The fuzzy-neuro controller enables the robot to assist a person's shoulder motion. The moving mechanism of the CR of the robot shoulder joint is used to fit the CR of the robot shoulder joint to that of the physiological human shoulder joint during the shoulder motion. The intelligent interface is realized by applying a neural network and used to cancel out the effect the human subject's arm posture change. The effectiveness of the proposed method was evaluated by experiment.","1941-014X","","10.1109/TMECH.2003.809168","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1187379","","Humans;Shoulder;Intelligent robots;Chromium;Motion control;Senior citizens;Prototypes;Robot control;Intelligent networks;Neural networks","manipulator dynamics;handicapped aids;motion control;fuzzy control;neurocontrollers;feedforward neural nets;user interfaces","exoskeletal robots;handicapped aids;EMG signals;human motion assist;soft computing;fuzzy control;neurocontrol;intelligent interface;center of rotation;shoulder joint;multilayer neural network;backpropagation","","122","","23","","","","","IEEE","IEEE Journals"
"A low-power high-PSRR current-mode microphone preamplifier","M. W. Baker; R. Sarpeshkar","Res. Lab. for Electron., Massachusetts Inst. of Technol., Cambridge, MA, USA; Res. Lab. for Electron., Massachusetts Inst. of Technol., Cambridge, MA, USA","IEEE Journal of Solid-State Circuits","","2003","38","10","1671","1678","Bionic implants for the deaf require wide-dynamic-range low-power microphone preamplifiers with good wide-band rejection of the supply noise. Widely used low-cost implementations of such preamplifiers typically use the buffered voltage output of an electret capacitor with a built-in JFET source follower. We describe a design in which the JFET microphone buffer's output current, rather than its output voltage, is transduced via a sense-amplifier topology allowing good in-band power-supply rejection. The design employs a low-frequency feedback loop to subtract the dc bias current of the microphone and prevent it from causing saturation. Wide-band power-supply rejection is achieved by integrating a novel filter on all current-source biasing. Our design exhibits 80 dB of dynamic range with less than 5 μV/sub rms/ of input noise while operating from a 2.8 V supply. The power consumption is 96 μW which includes 60 μW for the microphone built-in buffer. The in-band power-supply rejection ratio varies from 50 to 90 dB while out-of-band supply attenuation is greater than 60 dB until 25 MHz. Fabrication was done in a 1.5-μm CMOS process with gain programmability for both microphone and auxiliary channel inputs.","1558-173X","","10.1109/JSSC.2003.817255","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1233754","","Microphones;Preamplifiers;Wideband;Voltage;Implants;Deafness;Electrets;Capacitors;Topology;Feedback loop","microphones;hearing aids;preamplifiers;CMOS analogue integrated circuits;low-power electronics;current-mode circuits;biomedical electronics","low-power current-mode microphone preamplifier;electret capacitor;filter;feedback loop;bionic cochlear implant;JFET buffer;power supply rejection ratio;dynamic range;input noise;power consumption;CMOS process;sense-amplifier topology;gain programmability;2.8 V;96 muW;25 MHz;1.5 micron","","40","","10","","","","","IEEE","IEEE Journals"
"Corner effect in double and triple gate FinFETs","A. Burenkov; J. Lorenz","Fraunhofer Inst. of Integrated Syst. & Device Technol., Erlangen, Germany; Fraunhofer Inst. of Integrated Syst. & Device Technol., Erlangen, Germany","ESSDERC '03. 33rd Conference on European Solid-State Device Research, 2003.","","2003","","","135","138","The corner effect is known as a leakage current enhancement at the edges of the active areas in the shallow trench isolated CMOS transistors. It usually deteriorates the transistor performance. In this work, the corner effect for FinFET transistors with the minimum feature size of 50 nm is investigated by coupled three-dimensional process and device simulation. In contrast to earlier CMOS generations, the corner effect in small size FinFETs for typical device parameters does not lead to an additional leakage current and therefore does not deteriorate the FinFET transistor performance. This holds for both double and triple gate FinFETs.","","0-7803-7999-3","10.1109/ESSDERC.2003.1256829","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1256829","","FinFETs;Silicon;Electrodes;Leakage current;FETs;Geometry;Shape;CMOS technology;Isolation technology;Wire","MOSFET;current distribution;semiconductor device models;leakage currents","corner effect;leakage current enhancement;shallow trench isolated CMOS transistors;FinFET transistors;coupled three-dimensional process;device simulation;double gate FinFET;triple gate FinFET;transfer characteristics","","28","","7","","","","","IEEE","IEEE Conferences"
"Statistical simulation of leakage currents in MOS and flash memory devices with a new multiphonon trap-assisted tunneling model","L. Larcher","Dipt. di Sci. e Metodi dell'Ingegneria, Universita di Modena e Reggio Emilia, Italy","IEEE Transactions on Electron Devices","","2003","50","5","1246","1253","A new physics-based model of leakage current suitable for MOS and Flash memory gate oxide is presented in this paper. This model, which assumes the multiphonon trap-assisted tunneling as conduction mechanism, calculates the total leakage current summing the contributions of the percolation paths formed by one or more aligned traps. Spatial positions and energetic levels of traps have been randomly generated within the oxide by a random number generator which has been integrated into the model. Using this model, statistical simulations of leakage currents measured from both MOS and Flash EEPROM memory tunnel oxides have been carried out. In this way, experimental leakage current distributions can be directly reproduced, thus opening a wide range of useful applications in MOS and Flash EEPROM memory reliability prediction.","1557-9646","","10.1109/TED.2003.813236","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1210770","","Statistics;Leakage currents;MOS memory integrated circuits;Tunneling;Integrated circuit modeling;Integrated circuit reliability","circuit simulation;statistical analysis;leakage currents;MOS memory circuits;flash memories;tunnelling;integrated circuit modelling;integrated circuit reliability","statistical simulation;leakage currents;MOS memory devices;flash memory devices;multiphonon trap-assisted tunneling model;physics-based model;percolation paths;random number generator;EEPROM;tunnel oxides;reliability prediction","","80","","33","","","","","IEEE","IEEE Journals"
"A discussion on the significance of geometry in determining the resonant behavior of fractal and other non-Euclidean wire antennas","S. R. Best","Air Force Res. Lab., Hanscom AFB, MA, USA","IEEE Antennas and Propagation Magazine","","2003","45","3","9","28","Fractal-shaped wire antennas have been shown to exhibit resonance compression and multi-band behavior that has primarily been attributed to the space-filling properties of the fractal geometry. Exhibiting a lower resonant frequency than a same-sized Euclidean antenna, fractal-shaped antennas can be made smaller than a Euclidean antenna that is resonant at the same frequency. While numerous fractal-shaped antennas - such as Minkowski Island fractal loops and Koch fractal monopoles -have been described in the literature, most discussions regarding these antennas have primarily focused on comparing their resonant behavior to those of simple Euclidean antennas. To understand the significance of any fractal geometry in determining the resonant behavior of the fractal-shaped antenna, it is also necessary to consider the other physical properties of the antenna. For the wire-loop antenna, these physical properties include the loop area, the total wire length, and the wire. diameter. For the wire monopole antenna, these physical properties include the monopole height, the total wire length, and the wire diameter. In the previous discussions of fractal-shaped antennas, there has been little or no comparison of the fractal antenna's performance properties with those of another wire antenna having a different non-Euclidean geometry, but otherwise having the same physical properties. While the antennas would have different geometries, they would have the same physical area or height, the same total wire length, and the same wire diameter. In this paper, the performance properties of the Minkowski Island fractal loop and the Koch fractal monopole are compared with those of other non-Euclidean-geometry antennas. It is demonstrated through numerical modeling and measurement that antennas having other non-Euclidean wire geometries offer similar and, in some cases, improved, performance over their fractal-antenna counterparts. From the analysis presented here, it is also demonstrated that antenna geometry alone - fractal or otherwise - is not the significant factor determining the resonant behavior of wire antennas.","1558-4143","","10.1109/MAP.2003.1232160","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1232160","","Geometry;Resonance;Fractals;Wire;Shape;Multifrequency antennas;Resonant frequency;Solid modeling;Numerical models;Antenna measurements","wire antennas;fractals;monopole antennas;loop antennas;antenna theory","geometry;resonant behavior;nonEuclidean wire antennas;fractal-shaped wire antennas;space-filling properties;Minkowski Island fractal loops;Koch fractal monopoles;physical properties;loop area;total wire length;wire. diameter;monopole height;wire diameter;numerical modeling","","39","","20","","","","","IEEE","IEEE Magazines"
"Adaptive imaging using the generalized coherence factor","Pai-Chi Li; Meng-Lin Li","Dept. of Electr. Eng., Nat. Taiwan Univ., Taipei, Taiwan; Dept. of Electr. Eng., Nat. Taiwan Univ., Taipei, Taiwan","IEEE Transactions on Ultrasonics, Ferroelectrics, and Frequency Control","","2003","50","2","128","141","Sound-velocity inhomogeneities degrade both spatial and contrast resolutions. This paper proposes a new adaptive imaging technique that uses the generalized coherence factor (GCF) to reduce the focusing errors resulting from the sound-velocity inhomogeneities. The GCF is derived from the spatial spectrum of the received aperture data after proper receive delays have been applied. It is defined as the ratio of the spectral energy within a prespecified low-frequency range to the total energy. It is demonstrated that the low-frequency component of the spectrum corresponds to the coherent portion of the received data, and that the high-frequency component corresponds to the incoherent portion. Hence, the GCF reduces to the coherence factor defined in the literature if the prespecified low-frequency range is restricted to DC only. In addition, the GCF is also an index of the focusing quality and can be used as a weighting factor for the reconstructed image. The efficacy of the GCF technique is demonstrated for focusing errors resulting from the sound-velocity inhomogeneities. Simulations and real ultrasound data are used to evaluate the efficacy of the proposed GCF technique. The characteristics of the GCF, including the effects of the signal-to-noise ratio and the number of channels, are also discussed. The GCF technique also is compared with the correlation-based technique and the parallel adaptive receive compensation algorithm; the improvement in image quality obtained with the proposed technique rivals that of the latter technique. In the presence of a displaced phase screen, this proposed technique also outperforms the correlation-based technique. Computational complexity and implementation issues also are addressed.","1525-8955","","10.1109/TUFFC.2003.1182117","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1182117","","Focusing;Degradation;Spatial resolution;Acoustic imaging;Apertures;Delay;Image reconstruction;Ultrasonic imaging;Signal to noise ratio;Image quality","adaptive signal processing;ultrasonic imaging;coherence;ultrasonic focusing;biomedical ultrasonics;computational complexity;image reconstruction","adaptive imaging technique;medical US imaging systems;generalized coherence factor;focusing error reduction;sound-velocity inhomogeneities;low-frequency component;weighting factor;reconstructed image;signal-to-noise ratio;SNR;image quality;computational complexity;adaptive weighting technique","Algorithms;Artifacts;Computer Simulation;Cysts;Feedback;Humans;Image Enhancement;Models, Biological;Phantoms, Imaging;Quality Control;Scattering, Radiation;Sensitivity and Specificity;Stochastic Processes;Transducers;Ultrasonography;Ultrasonography","179","","18","","","","","IEEE","IEEE Journals"
"FPGA implementation of an OFDM PHY","C. Dick; F. Harris","Signal Process. Group, Xilinx Inc., San Jose, CA, USA; NA","The Thrity-Seventh Asilomar Conference on Signals, Systems & Computers, 2003","","2003","1","","905","909 Vol.1","Orthogonal frequency division multiplexing (OFDM) based communication is increasingly being used in environments that exhibit severe multipath. While there are ASSP solutions for many common (e.g. 802.11a) and emerging standards, many communication systems, for example a military software radio, demand flexibility. The arithmetic requirements of an OFDM system can be very demanding. Even the ubiquitous 802.11a WLAN system has arithmetic requirements in the billions-of-operations per second region and cannot be satisfied even by high-end DSP microprocessors. This paper reports on the FPGA implementation of an OFDM transceiver. In addition to the FFT based modulator and demodulator, receiver synchronization and channel estimation is discussed. The FPGA resource requirements of the various sub-systems are reported and the design methodology employed for system design, verification and FPGA implementation is described.","","0-7803-8104-1","10.1109/ACSSC.2003.1292045","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1292045","","Field programmable gate arrays;OFDM;Physical layer;Military standards;Arithmetic;Communication standards;Software standards;Military communication;Software radio;Wireless LAN","OFDM modulation;field programmable gate arrays;fast Fourier transforms;modulators;demodulators;transceivers;channel estimation;wireless LAN;digital signal processing chips","orthogonal frequency division multiplexing;arithmetic requirements;802.11a WLAN system;FPGA signal processing;OFDM transceiver;FFT based modulator;demodulator;channel estimation","","40","","6","","","","","IEEE","IEEE Conferences"
"Four-wire dynamic voltage restorer based on a three-dimensional voltage space vector PWM algorithm","Changjiang Zhan; A. Arulampalam; N. Jenkins","Dept. of Electr. Eng. & Electron., Univ. of Manchester Inst. of Sci. & Technol., UK; Dept. of Electr. Eng. & Electron., Univ. of Manchester Inst. of Sci. & Technol., UK; Dept. of Electr. Eng. & Electron., Univ. of Manchester Inst. of Sci. & Technol., UK","IEEE Transactions on Power Electronics","","2003","18","4","1093","1102","A modified voltage space vector pulse-width modulated (PWM) algorithm for a four-wire dynamic voltage restorer (DVR) is described. The switching strategy based on a three-dimensional (3-D) /spl alpha//spl beta/O voltage space is applicable to the control of three-phase four-wire inverter systems such as the split-capacitor PWM inverter and the four-leg PWM inverter. In contrast to the conventional voltage space vector PWM method, it controls positive, negative and zero sequence components of the terminal voltages instantaneously. Three 3-D modulation schemes are analyzed with respect to total harmonic distortion (THD), weighted total harmonic distortion (WTHD), neutral line ripple and switching loss over the whole range of the modulation index when the DVR experiences both balanced and unbalanced sags with phase angle jumps. Experimental results from a 9 kW DVR system using a split-capacitor PWM inverter are presented to validate the simulation results.","1941-0107","","10.1109/TPEL.2003.813772","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1214534","","Space vector pulse width modulation;Pulse width modulation inverters;Voltage control;Circuit faults;Pulse width modulation;Total harmonic distortion;Power system restoration;Power system protection;Voltage fluctuations;Power system dynamics","PWM invertors;voltage control;power conversion harmonics;harmonic distortion;power system transients","four-wire dynamic voltage restorer;three-dimensional voltage space vector PWM algorithm;switching strategy;three-dimensional /spl alpha//spl beta/0 voltage space;split-capacitor PWM inverter;four-leg PWM inverter;zero sequence components;positive sequence components;negative sequence components;total harmonic distortion;weighted total harmonic distortion;neutral line ripple;switching loss;balanced sags;unbalanced sags;phase angle jumps;9 kW","","81","","15","","","","","IEEE","IEEE Journals"
"Gate leakage reduction for scaled devices using transistor stacking","S. Mukhopadhyay; C. Neau; R. T. Cakici; A. Agarwal; C. H. Kim; K. Roy","Sch. of Electr. & Comput. Eng., Purdue Univ., West Lafayette, IN, USA; Sch. of Electr. & Comput. Eng., Purdue Univ., West Lafayette, IN, USA; Sch. of Electr. & Comput. Eng., Purdue Univ., West Lafayette, IN, USA; Sch. of Electr. & Comput. Eng., Purdue Univ., West Lafayette, IN, USA; Sch. of Electr. & Comput. Eng., Purdue Univ., West Lafayette, IN, USA; Sch. of Electr. & Comput. Eng., Purdue Univ., West Lafayette, IN, USA","IEEE Transactions on Very Large Scale Integration (VLSI) Systems","","2003","11","4","716","730","In this paper, the effect of gate tunneling current in ultra-thin gate oxide MOS devices of effective length (L/sub eff/) of 25nm (oxide thickness=1.1 nm), 50 nm (oxide thickness=1.5 nm) and 90 nm (oxide thickness=2.5 nm) is studied using device simulation. Overall leakage in a stack of transistors is modeled and the opportunities for leakage reduction in the standby mode of operation are explored for scaled technologies. It is shown that, as the contribution of gate leakage relative to the total leakage increases with technology scaling, traditional techniques become ineffective in reducing overall leakage current in a circuit. A novel technique of input vector selection based on the relative contributions of gate and subthreshold leakage to the overall leakage is proposed for reducing total leakage in a circuit. This technique results in 44% savings in total leakage in 50-nm devices compared to the conventional stacking technique.","1557-9999","","10.1109/TVLSI.2003.816145","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1229877","","Gate leakage;Stacking;Tunneling;Leakage current;Circuits;Subthreshold current;MOS devices;Electrons;MOSFETs;CMOS technology","leakage currents;MOSFET;semiconductor device models;semiconductor device reliability","gate leakage reduction;scaled devices;transistor stacking;gate tunneling current;MOS devices;device simulation;standby mode;technology scaling;input vector selection;subthreshold leakage;25 nm;50 nm;90 nm","","105","","31","","","","","IEEE","IEEE Journals"
"SU-8 as an electron beam lithography resist","F. Williamson; E. A. Shields","Microtechnol. Lab., Minnesota Univ., Minneapolis, MN, USA; NA","Proceedings of the 15th Biennial University/Government/ Industry Microelectronics Symposium (Cat. No.03CH37488)","","2003","","","57","60","SU-8 resist is an epoxy resin dissolved with a photoinitiator in an organic solvent. The result is a negative resist originally developed for high aspect ratio MEMS applications. For some applications SU-8 has several advantages over the most commonly used e-beam resist, PMMA, which include a much higher sensitivity and increased chemical and mechanical robustness. We have used our Raith 150 electron beam lithography tool to investigate SU-8 in two different applications. First, we investigated the properties of a specially formulated SU-8 which can be spun as thin as /spl sim/100 nm. This is much thinner than normal formulations but necessary for high-resolution lithography. We then exposed an array of single pixel lines with a pitch of 200 nm. At a dose of 30 pC/cm we obtained a line width of /spl sim/60 nm. Second, using standard formulations of SU-8, we discovered that films as thick as 8 microns can be exposed with a 30 kV electron beam, the maximum of our system. Using the contrast curve as a calibration reference, we were able to make analog three-dimensional structures by spatially varying the dose as the feature is being written. With this technique we fabricated a 3/spl times/3 array of f/9 spherical lenses.","0749-6877","0-7803-7972-1","10.1109/UGIM.2003.1225696","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1225696","","Electron beams;Lithography;Resists;Epoxy resins;Solvents;Micromechanical devices;Chemicals;Robustness;Calibration;Lenses","polymers;smart pixels;electron resists;mechanical stability;micromechanical devices;lenses","electron beam lithography resist;SU-8 resist;epoxy resin;photoinitiator;organic solvent;negative resist;MEMS applications;PMMA;sensitivity;mechanical robustness;chemical robustness;high-resolution lithography;pixel lines;analog three-dimensional structures;spherical lenses;100 nm;200 nm;60 nm;8 micron;30 kV","","3","","4","","","","","IEEE","IEEE Conferences"
"A pseudo differential complex filter for Bluetooth with frequency tuning","A. A. Emira; E. Sanchez-Sinencio","Dept. of Electr. Eng., Texas A&M Univ., College Station, TX, USA; Dept. of Electr. Eng., Texas A&M Univ., College Station, TX, USA","IEEE Transactions on Circuits and Systems II: Analog and Digital Signal Processing","","2003","50","10","742","754","A 12th-order OTA-C complex filter with a nonconventional frequency tuning for a Bluetooth receiver is implemented in a low-cost mainstream 0.35-/spl mu/m CMOS process. This proposed frequency tuning scheme is simpler than the conventional one based on phased-locked loop (PLL). Furthermore, a high-speed pseudo differential OTA using common-mode feedforward (CMFF) and common-mode feedback (CMFB) strategy is proposed. The filter bandwidth is 1 MHz and is centered at 2 MHz. Image and adjacent channels are attenuated by more than 45 and 27 dB, respectively. The integrated input referred noise is 29 /spl mu/V/sub rms/, and the filter chip dissipates 4.7 mA from a 2.7 V supply. The theoretical and experimental results are in good agreement.","1558-125X","","10.1109/TCSII.2003.818362","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1237364","","Bluetooth;Tuning;Bandwidth;Band pass filters;Interchannel interference;Passive filters;Circuits;Radio frequency;Active filters;1f noise","operational amplifiers;CMOS analogue integrated circuits;Bluetooth;radio receivers;feedforward;feedback amplifiers;harmonic distortion;circuit tuning;active filters","pseudo differential complex filter;Bluetooth receiver;frequency tuning;12th-order OTA-C complex filter;high-speed OTA;pseudo differential OTA;common-mode feedforward;CMFF;common-mode feedback;CMFB;CMOS analog IC;Gm-C filters;1 MHz;2 MHz;4.7 mA;2.7 V","","97","","13","","","","","IEEE","IEEE Journals"
"A recursive algorithm for the exact BER computation of generalized hierarchical QAM constellations","P. K. Vitthaladevuni; M. -. Alouini","Dept. of Electr. & Comput. Eng., Univ. of Minnesota, Minneapolis, MN, USA; Dept. of Electr. & Comput. Eng., Univ. of Minnesota, Minneapolis, MN, USA","IEEE Transactions on Information Theory","","2003","49","1","297","307","Hierarchical constellations offer a different degree of protection to the transmitted messages according to their relative importance. As such, they find interesting application in digital video broadcasting systems as well as wireless multimedia services. Although a great deal of attention has been devoted in the literature to the study of the bit error rate (BER) performance of uniform quadrature amplitude modulation (QAM) constellations, very few results were published on the BER performance of hierarchical QAM constellations. We obtain exact and generic expressions in M for the BER of the generalized hierarchical M-PAM (pulse amplitude modulation) constellations over additive white Gaussian noise (AWGN) and fading channels. We also show how these expressions can be extended to generalized hierarchical M-QAM constellations (square and rectangular). For the AWGN case, these expressions are in the form of a weighted sum of complementary error functions and are solely dependent on the constellation size M, the carrier-to-noise ratio, and a constellation parameter which controls the relative message importance. Because of their generic nature, these new expressions readily allow numerical evaluation for various cases of practical interest.","1557-9654","","10.1109/TIT.2002.806159","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1159785","","Bit error rate;Quadrature amplitude modulation;AWGN;Protection;Digital video broadcasting;Digital multimedia broadcasting;Multimedia systems;Genetic expression;Pulse modulation;Amplitude modulation","quadrature amplitude modulation;pulse amplitude modulation;error statistics;digital video broadcasting;multimedia communication;radiocommunication;AWGN channels;fading channels","recursive algorithm;exact BER computation;generalized hierarchical QAM constellations;transmitted message protection;digital video broadcasting systems;wireless multimedia services;bit error rate;BER performance;uniform QAM constellations;quadrature amplitude modulation;pulse amplitude modulation;generalized hierarchical M-PAM constellations;AWGN channels;additive white Gaussian noise channels;weighted sum of complementary error functions;constellation size;carrier-to-noise ratio;constellation parameter;message importance;broadcast channels;flat-fading channels","","154","","15","","","","","IEEE","IEEE Journals"
"X-band wideband experimental airborne radar for SAR, GMTI and maritime surveillance","A. Damini; M. McDonald; G. E. Haslam","NA; NA; Defence Res. & Dev. Canada, Ottawa, Ont., Canada","IEE Proceedings - Radar, Sonar and Navigation","","2003","150","4","305","","Defence Research and Development Canada - Ottawa has completed Phase I in the development of a new multimode X-band wideband experimental airborne radar (XWEAR) to support studies in synthetic aperture radar (SAR) imaging, inverse SAR (ISAR), ground moving target indication (GMTI) radar and maritime surveillance radar with particular focus on small target detection and long-range surface surveillance. Specific areas of interest include research into SAR imaging techniques for fixed and moving targets, time-frequency analysis of ocean and land moving targets, space-time adaptive processing for application to GMTI, investigation into the electromagnetic backscatter properties of the ocean surface, generation of signatures for automatic target recognition and feature extraction, and analysis on the immunity of wide bandwidth systems against electronic countermeasures. Phase I culminated with the flight trialling of the SAR and maritime surveillance modes. Phase II will see the trialling of the wide area surveillance GMTI (WAS GMTI) and integrated SAR-GMTI modes. A description of the experimental radar is given along with an overview of its data collection capability. Distinguishing features include operation at X-band, single-channel operation for SAR and maritime surveillance, and two-channel operation for WAS-GMTI and integrated SAR-GMTI. The new radar maximises the use of an existing digital scan converter as a controller, and commercially available components including the transmitter, A/D converters and computer boards. The timing circuitry, waveform generator, single- and dual-channel receivers are custom built","1350-2395","","10.1049/ip-rsn:20030654","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1241446","","","synthetic aperture radar <GMTI and maritime surveillance, x-band wideband expt. airborne radar>;radar imaging <SAR, GMTI and maritime surveillance, x-band wideband expt. airborne radar>;airborne radar <SAR, GMTI and maritime surveillance, x-band wideband expt. airborne radar>;search radar <SAR, GMTI and maritime surveillance, x-band wideband expt. airborne radar>;marine radar <SAR, GMTI and maritime surveillance, x-band wideband expt. airborne radar>;backscatter <SAR, GMTI and maritime surveillance, x-band wideband expt. airborne radar>;electromagnetic wave scattering <SAR, GMTI and maritime surveillance, x-band wideband expt. airborne radar>","X-band wideband experimental airborne radar;SAR imaging;small target detection;long-range surface surveillance;time-frequency analysis;ocean moving targets;land moving targets;space-time adaptive processing;electromagnetic backscatter properties;ocean surface;automatic target recognition;feature extraction;wide bandwidth systems immunity;electronic countermeasures;wide area surveillance GMTI;integrated SAR-GMTI modes;data collection;single-channel operation;digital scan converter;controller;transmitter;A/D converters;computer boards;timing circuitry;waveform generator;dual-channel receivers;inverse SAR;ISAR;ground moving target indication;GMTI radar;maritime surveillance radar;Defence Research and Development Canada;Ottawa;multimode X-band radar;synthetic aperture radar imaging","","20","","","","","","","IET","IET Journals"
