Document Title,Authors,Author Affiliations,Publication Title,Date Added To Xplore,Publication Year,Volume,Issue,Start Page,End Page,Abstract,ISSN,ISBNs,DOI,Funding Information,PDF Link,Author Keywords,IEEE Terms,INSPEC Controlled Terms,INSPEC Non-Controlled Terms,Mesh_Terms,Article Citation Count,Reference Count,License,Online Date,Issue Date,Meeting Date,Publisher,Document Identifier
"Energy Harvesting for The Industrial IoT","","","IECON 2018 - 44th Annual Conference of the IEEE Industrial Electronics Society","","2018","","","4211","4212","","","","10.1109/IECON.2018.8591516","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8591516","","","","","","","","","","","","IEEE","IEEE Conferences"
"Consideration of Landscape Recognition for Topological Localization","A. Namba; S. Muramatsu; K. Inagaki; D. Chugo; S. Yokota; H. Hashimoto","Department of Electrical and Electronic Engineering, Tokai Univ., Kanagawa, Japan; Department of Applied Computer Engineering, Tokai Univ., Kanagawa, Japan; Department of Applied Computer Engineering, Tokai Univ., Kanagawa, Japan; Department of Human System Interaction, Kwansei Gakuin Univ., Hyougo, Japan; Department of Mechanical Engineering, Toyo Univ., Saitama, Japan; Advanced Institute of Industrial Technology, Master Program of Innovation for Design and Engineering, Tokyo, Japan","IECON 2018 - 44th Annual Conference of the IEEE Industrial Electronics Society","","2018","","","4257","4262","","","","10.1109/IECON.2018.8591517","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8591517","Mobile robot;Localization;landscape recognition","Support vector machines;Image segmentation;Buildings;Robot kinematics;Image edge detection","feature extraction;geophysical image processing;geophysical techniques;image recognition;image segmentation;object recognition","landscape recognition;topological localization;localization methods;localization technique;object recognition;recognition rate;segmentation method","","","","","","","","IEEE","IEEE Conferences"
"Dual Mode Controller Configuration of PV System for On-Grid and Off-Grid Application","P. P. Nachankar; H. Suryawanshi; G. G. Talapur; P. V. Vardhan Reddy; A. B. Shitole; R. T. Shahane","Department of Electrical Engineering, VNIT, Nagpur, India; ; ; ; ; Department of Electrical Engineering, VNIT, Nagpur, India","IECON 2018 - 44th Annual Conference of the IEEE Industrial Electronics Society","","2018","","","4371","4376","","","","10.1109/IECON.2018.8591518","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8591518","Induction motor (IM) pump;phase locked loop (PLL);synchronous reference frame (SRF);voltage source converter (VSC)","Pins;Voltage control;Phase locked loops;Current control;Torque;Islanding;Modulation","distributed power generation;irrigation;photovoltaic power systems;power convertors;power grids;power system control;solar power;solar power stations","dual mode controller configuration;off-grid application;available distributed resources;solar power;dual mode control configuration;PV fed solar pump;VSC;solar PV system;irrigation pump load;islanded mode;functionally distinct modes;voltage source converter;on-grid application","","","","","","","","IEEE","IEEE Conferences"
"Predicting a Pedestrian Trajectory Using Seq2Seq for Mobile Robot Navigation","N. Sakata; Y. Kinoshita; Y. Kato","Tokyo Woman's Christian University, Devision of Mathematical Sciences, Tokyo, Japan; Tokyo Woman's Christian University, Devision of Mathematical Sciences, Tokyo, Japan; Tokyo Woman's Christian University, Devision of Mathematical Sciences, Tokyo, Japan","IECON 2018 - 44th Annual Conference of the IEEE Industrial Electronics Society","","2018","","","4300","4305","","","","10.1109/IECON.2018.8591519","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8591519","seq2seq;pedestrian model;trajectory prediction;mobile robot;path planning","Trajectory;Predictive models;Data models;Mathematical model;Mobile robots;Robot sensing systems","human-robot interaction;mobile robots;natural language processing;navigation;path planning;pedestrians;trajectory control","massive trajectory records;sensor devices;autonomous mobile robots;human-robot coexisting environment;sequence-to-sequence model;natural language processing;long-term sequence data;trajectory data;adequate sequence data;pedestrian trajectory;seq2seq;mobile robot navigation","","2","","","","","","IEEE","IEEE Conferences"
"An Application of MBD Based Inspection in Cloud Manufacturing","L. Rui; D. Guijiang","Beihang University(BUAA), School of Mechanical Engineering and Automation, Beijing, China; Beihang University(BUAA), School of Mechanical Engineering and Automation, Beijing, China","IECON 2018 - 44th Annual Conference of the IEEE Industrial Electronics Society","","2018","","","4171","4175","","","","10.1109/IECON.2018.8591520","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8591520","cloud manufacturing;model based definition;model based inspection;integration;data model","Inspection;Cloud computing;Manufacturing processes;Data models;Data mining;Business","cloud computing;engineering information systems;inspection;manufacturing processes;production engineering computing;solid modelling","cloud manufacturing;MBD based inspection;Model Based Definition;unified information sharing platform;integrated inspection system;3D model;manufacturing service suppliers","","","","","","","","IEEE","IEEE Conferences"
"Towards QoS-Aware Service-Oriented Communication in E/E Automotive Architectures","M. Becker; Z. Lu; D. Chen","School of EECS, Electronics and Embedded Systems; School of EECS, Electronics and Embedded Systems; Royal Institute of Technology, Mechatronics, Machine Design School of ITM KTH, Sweden","IECON 2018 - 44th Annual Conference of the IEEE Industrial Electronics Society","","2018","","","4096","4101","","","","10.1109/IECON.2018.8591521","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8591521","","Contracts;Middleware;Monitoring;Runtime;Quality of service;Automotive engineering","automotive electronics;electronic engineering computing;local area networks;middleware;quality of service;service-oriented architecture;Web services","assume/guarantee contracts;driving assistance systems;automotive architectures;QoS-aware service-oriented communication;QoS aware service-oriented communication;components A/G contract;automotive systems;COTS components;prescribed behavior;software component;middleware;automotive Ethernet networks;service oriented communication;service-oriented architectures","","","","","","","","IEEE","IEEE Conferences"
"Active Fault Management for Microgrids","W. Wan; Y. Li; B. Yan; M. Bragin; J. Philhower; P. Zhang; P. Luh; G. Warner","Department of Electrical and Computer Engineering, University of Connecticut, Storrs, CT, 06269, USA; Department of Electrical and Computer Engineering, University of Connecticut, Storrs, CT, 06269, USA; Department of Electrical and Computer Engineering, University of Connecticut, Storrs, CT, 06269, USA; Department of Electrical and Computer Engineering, University of Connecticut, Storrs, CT, 06269, USA; Department of Electrical and Computer Engineering, University of Connecticut, Storrs, CT, 06269, USA; Department of Electrical and Computer Engineering, University of Connecticut, Storrs, CT, 06269, USA; Department of Electrical and Computer Engineering, University of Connecticut, Storrs, CT, 06269, USA; Pareto Energy, Washington, DC, 20037, USA","IECON 2018 - 44th Annual Conference of the IEEE Industrial Electronics Society","","2018","","","3815","3820","","","","10.1109/IECON.2018.8591522","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8591522","active fault management;microgrids;faults;optimization;Pareto frontier","Fault currents;Microgrids;Fault location;Circuit faults;Simulation;Optimization;Feedback control","distributed power generation;fault currents;feedback;invertors;optimisation","feedback control;optimization method;optimal trade-offs;control objectives;conventional ride;distribution networks;symmetrical faults;asymmetrical faults;fault current magnitude;microgrid power;microgrid inverters;active fault management method;conceptual AFM;optimization-based AFM;double frequency ripples","","1","","","","","","IEEE","IEEE Conferences"
"Indirect Control of Capacitor Voltage Ripple and Circulating Current in a Modular Multilevel Converter","A. Dekka; B. Wu; V. Yaramasu; A. R. Beig; N. R. Zargari","Dept. of Electrical, Computer and Biomedical Engineering, Ryerson University, Toronto, ON, M5B 2K3, Canada; Dept. of Electrical, Computer and Biomedical Engineering, Ryerson University, Toronto, ON, M5B 2K3, Canada; Northern Arizona University, School of Informatics, Computing, and Cyber Systems (SICCS), Arizona, USA; Dept. of Electrical and Computer Engineering, Khalifa University of Science and Technology, Abu Dhabi, UAE; Rockwell Automation, Medium Voltage R&D Department, Cambridge, ON, N1R 5X1, Canada","IECON 2018 - 44th Annual Conference of the IEEE Industrial Electronics Society","","2018","","","3955","3960","","","","10.1109/IECON.2018.8591523","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8591523","Circulating current (CC);model predictive control (MPC);modular multilevel converter (MMC);submodule capacitor voltage ripple;total harmonic distortion (THD)","Capacitors;Voltage control;Cost function;Mathematical model;Harmonic analysis;Switches;Predictive control","electric current control;HVDC power convertors;power capacitors;predictive control;switching convertors;voltage control;voltage-source convertors","model predictive control;zero-sequence voltage injection;submodule capacitor voltage ripple;indirect control;multiobjective modular multilevel converter;MMC;single cost function;weighting factor selection process;circulating current","","1","","","","","","IEEE","IEEE Conferences"
"Standing Assistance with Non-Verbal Cues Based on Intended Movement","S. Kawazoe; M. Yokota; D. Chugo; S. Yokota; H. Hashimoto; T. Katayama; Y. Mizuta; A. Koujina","Kwansei Gakuin University, Graduate School of Science and Technology, Hyogo, Japan; Kwansei Gakuin University, Graduate School of Science and Technology, Hyogo, Japan; Kwansei Gakuin University, Graduate School of Science and Technology, Hyogo, Japan; Faculty of Science and Engineering, Toyo University, Kawagoe, Saitama, Japan; Master Program of Innovation for Design and Engineering, Advanced Institute of Industrial Technology, Shinagawa, Tokyo, Japan; Service Robot Devision, RT.WORKS CO., LTD, Osaka, Japan; Service Robot Devision, RT.WORKS CO., LTD, Osaka, Japan; Service Robot Devision, RT.WORKS CO., LTD, Osaka, Japan","IECON 2018 - 44th Annual Conference of the IEEE Industrial Electronics Society","","2018","","","4312","4317","","","","10.1109/IECON.2018.8591524","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8591524","assistive robotic walker;standing assistance;intended movement","Manipulators;Senior citizens;Robot motion;Legged locomotion;Robot sensing systems;Trajectory","geriatrics;handicapped aids;medical robotics;mobile robots;motion control;patient rehabilitation","nursing specialist;nonverbal cues;intended movement;assistive robot;standing motion;standing assistance scheme;patients upper body","","1","","","","","","IEEE","IEEE Conferences"
"Powering 12-V LED luminiaries with supercapacitor-based energy storage in DC-microgrid systems","D. Jayananda; N. Kularatna; D. A. Steyn-Ross","School of Engineering, University of Waikato, Hamilton, 3240, New Zealand; School of Engineering, University of Waikato, Hamilton, 3240, New Zealand; School of Engineering, University of Waikato, Hamilton, 3240, New Zealand","IECON 2018 - 44th Annual Conference of the IEEE Industrial Electronics Society","","2018","","","1922","1927","","","","10.1109/IECON.2018.8591511","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8591511","","LED lamps;Resistance;Supercapacitors;Batteries","distributed power generation;domestic appliances;energy storage;LED lamps;maximum power point trackers;renewable energy sources;secondary cells;supercapacitors","supercapacitor-based energy storage;DC-microgrid systems;energy-efficient renewable energy systems;rechargeable batteries;maximum power point tracking based DC-DC converters;commercial supercapacitor devices;device cycle-life;converter techniques;SC energy storage;commercially-useful SC-based LED powering technique;sea-port based industrial location;LED luminiaries;MPPT;symmetric electrical doubled layer capacitors;EDLC;capa-batteries;SCALED technique;DC powered electrical appliances","","1","","","","","","IEEE","IEEE Conferences"
"Cloud Manufacturing","","","IECON 2018 - 44th Annual Conference of the IEEE Industrial Electronics Society","","2018","","","4162","4164","","","","10.1109/IECON.2018.8591512","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8591512","","","","","","","","","","","","IEEE","IEEE Conferences"
"Multi-Functional Grid Connected Converters: Design, Operation and Control","","","IECON 2018 - 44th Annual Conference of the IEEE Industrial Electronics Society","","2018","","","4344","4346","","","","10.1109/IECON.2018.8591513","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8591513","","","","","","","","","","","","IEEE","IEEE Conferences"
"Power Electronics Based New Techniques for Improving Medium Voltage Electric Grid Performance","","","IECON 2018 - 44th Annual Conference of the IEEE Industrial Electronics Society","","2018","","","4324","4326","","","","10.1109/IECON.2018.8591514","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8591514","","","","","","","","","","","","IEEE","IEEE Conferences"
"Low Power Smart Sensors in Industrial Applications","","","IECON 2018 - 44th Annual Conference of the IEEE Industrial Electronics Society","","2018","","","3833","3834","","","","10.1109/IECON.2018.8591515","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8591515","","","","","","","","","","","","IEEE","IEEE Conferences"
"Energy Harvesting for The Industrial IoT","","","IECON 2018 - 44th Annual Conference of the IEEE Industrial Electronics Society","","2018","","","4211","4212","","","","10.1109/IECON.2018.8591516","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8591516","","","","","","","","","","","","IEEE","IEEE Conferences"
"Consideration of Landscape Recognition for Topological Localization","A. Namba; S. Muramatsu; K. Inagaki; D. Chugo; S. Yokota; H. Hashimoto","Department of Electrical and Electronic Engineering, Tokai Univ., Kanagawa, Japan; Department of Applied Computer Engineering, Tokai Univ., Kanagawa, Japan; Department of Applied Computer Engineering, Tokai Univ., Kanagawa, Japan; Department of Human System Interaction, Kwansei Gakuin Univ., Hyougo, Japan; Department of Mechanical Engineering, Toyo Univ., Saitama, Japan; Advanced Institute of Industrial Technology, Master Program of Innovation for Design and Engineering, Tokyo, Japan","IECON 2018 - 44th Annual Conference of the IEEE Industrial Electronics Society","","2018","","","4257","4262","","","","10.1109/IECON.2018.8591517","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8591517","Mobile robot;Localization;landscape recognition","Support vector machines;Image segmentation;Buildings;Robot kinematics;Image edge detection","feature extraction;geophysical image processing;geophysical techniques;image recognition;image segmentation;object recognition","landscape recognition;topological localization;localization methods;localization technique;object recognition;recognition rate;segmentation method","","","","","","","","IEEE","IEEE Conferences"
"Dual Mode Controller Configuration of PV System for On-Grid and Off-Grid Application","P. P. Nachankar; H. Suryawanshi; G. G. Talapur; P. V. Vardhan Reddy; A. B. Shitole; R. T. Shahane","Department of Electrical Engineering, VNIT, Nagpur, India; ; ; ; ; Department of Electrical Engineering, VNIT, Nagpur, India","IECON 2018 - 44th Annual Conference of the IEEE Industrial Electronics Society","","2018","","","4371","4376","","","","10.1109/IECON.2018.8591518","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8591518","Induction motor (IM) pump;phase locked loop (PLL);synchronous reference frame (SRF);voltage source converter (VSC)","Pins;Voltage control;Phase locked loops;Current control;Torque;Islanding;Modulation","distributed power generation;irrigation;photovoltaic power systems;power convertors;power grids;power system control;solar power;solar power stations","dual mode controller configuration;off-grid application;available distributed resources;solar power;dual mode control configuration;PV fed solar pump;VSC;solar PV system;irrigation pump load;islanded mode;functionally distinct modes;voltage source converter;on-grid application","","","","","","","","IEEE","IEEE Conferences"
"Predicting a Pedestrian Trajectory Using Seq2Seq for Mobile Robot Navigation","N. Sakata; Y. Kinoshita; Y. Kato","Tokyo Woman's Christian University, Devision of Mathematical Sciences, Tokyo, Japan; Tokyo Woman's Christian University, Devision of Mathematical Sciences, Tokyo, Japan; Tokyo Woman's Christian University, Devision of Mathematical Sciences, Tokyo, Japan","IECON 2018 - 44th Annual Conference of the IEEE Industrial Electronics Society","","2018","","","4300","4305","","","","10.1109/IECON.2018.8591519","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8591519","seq2seq;pedestrian model;trajectory prediction;mobile robot;path planning","Trajectory;Predictive models;Data models;Mathematical model;Mobile robots;Robot sensing systems","human-robot interaction;mobile robots;natural language processing;navigation;path planning;pedestrians;trajectory control","massive trajectory records;sensor devices;autonomous mobile robots;human-robot coexisting environment;sequence-to-sequence model;natural language processing;long-term sequence data;trajectory data;adequate sequence data;pedestrian trajectory;seq2seq;mobile robot navigation","","2","","","","","","IEEE","IEEE Conferences"
"An Application of MBD Based Inspection in Cloud Manufacturing","L. Rui; D. Guijiang","Beihang University(BUAA), School of Mechanical Engineering and Automation, Beijing, China; Beihang University(BUAA), School of Mechanical Engineering and Automation, Beijing, China","IECON 2018 - 44th Annual Conference of the IEEE Industrial Electronics Society","","2018","","","4171","4175","","","","10.1109/IECON.2018.8591520","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8591520","cloud manufacturing;model based definition;model based inspection;integration;data model","Inspection;Cloud computing;Manufacturing processes;Data models;Data mining;Business","cloud computing;engineering information systems;inspection;manufacturing processes;production engineering computing;solid modelling","cloud manufacturing;MBD based inspection;Model Based Definition;unified information sharing platform;integrated inspection system;3D model;manufacturing service suppliers","","","","","","","","IEEE","IEEE Conferences"
"Towards QoS-Aware Service-Oriented Communication in E/E Automotive Architectures","M. Becker; Z. Lu; D. Chen","School of EECS, Electronics and Embedded Systems; School of EECS, Electronics and Embedded Systems; Royal Institute of Technology, Mechatronics, Machine Design School of ITM KTH, Sweden","IECON 2018 - 44th Annual Conference of the IEEE Industrial Electronics Society","","2018","","","4096","4101","","","","10.1109/IECON.2018.8591521","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8591521","","Contracts;Middleware;Monitoring;Runtime;Quality of service;Automotive engineering","automotive electronics;electronic engineering computing;local area networks;middleware;quality of service;service-oriented architecture;Web services","assume/guarantee contracts;driving assistance systems;automotive architectures;QoS-aware service-oriented communication;QoS aware service-oriented communication;components A/G contract;automotive systems;COTS components;prescribed behavior;software component;middleware;automotive Ethernet networks;service oriented communication;service-oriented architectures","","","","","","","","IEEE","IEEE Conferences"
"Active Fault Management for Microgrids","W. Wan; Y. Li; B. Yan; M. Bragin; J. Philhower; P. Zhang; P. Luh; G. Warner","Department of Electrical and Computer Engineering, University of Connecticut, Storrs, CT, 06269, USA; Department of Electrical and Computer Engineering, University of Connecticut, Storrs, CT, 06269, USA; Department of Electrical and Computer Engineering, University of Connecticut, Storrs, CT, 06269, USA; Department of Electrical and Computer Engineering, University of Connecticut, Storrs, CT, 06269, USA; Department of Electrical and Computer Engineering, University of Connecticut, Storrs, CT, 06269, USA; Department of Electrical and Computer Engineering, University of Connecticut, Storrs, CT, 06269, USA; Department of Electrical and Computer Engineering, University of Connecticut, Storrs, CT, 06269, USA; Pareto Energy, Washington, DC, 20037, USA","IECON 2018 - 44th Annual Conference of the IEEE Industrial Electronics Society","","2018","","","3815","3820","","","","10.1109/IECON.2018.8591522","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8591522","active fault management;microgrids;faults;optimization;Pareto frontier","Fault currents;Microgrids;Fault location;Circuit faults;Simulation;Optimization;Feedback control","distributed power generation;fault currents;feedback;invertors;optimisation","feedback control;optimization method;optimal trade-offs;control objectives;conventional ride;distribution networks;symmetrical faults;asymmetrical faults;fault current magnitude;microgrid power;microgrid inverters;active fault management method;conceptual AFM;optimization-based AFM;double frequency ripples","","1","","","","","","IEEE","IEEE Conferences"
"Indirect Control of Capacitor Voltage Ripple and Circulating Current in a Modular Multilevel Converter","A. Dekka; B. Wu; V. Yaramasu; A. R. Beig; N. R. Zargari","Dept. of Electrical, Computer and Biomedical Engineering, Ryerson University, Toronto, ON, M5B 2K3, Canada; Dept. of Electrical, Computer and Biomedical Engineering, Ryerson University, Toronto, ON, M5B 2K3, Canada; Northern Arizona University, School of Informatics, Computing, and Cyber Systems (SICCS), Arizona, USA; Dept. of Electrical and Computer Engineering, Khalifa University of Science and Technology, Abu Dhabi, UAE; Rockwell Automation, Medium Voltage R&D Department, Cambridge, ON, N1R 5X1, Canada","IECON 2018 - 44th Annual Conference of the IEEE Industrial Electronics Society","","2018","","","3955","3960","","","","10.1109/IECON.2018.8591523","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8591523","Circulating current (CC);model predictive control (MPC);modular multilevel converter (MMC);submodule capacitor voltage ripple;total harmonic distortion (THD)","Capacitors;Voltage control;Cost function;Mathematical model;Harmonic analysis;Switches;Predictive control","electric current control;HVDC power convertors;power capacitors;predictive control;switching convertors;voltage control;voltage-source convertors","model predictive control;zero-sequence voltage injection;submodule capacitor voltage ripple;indirect control;multiobjective modular multilevel converter;MMC;single cost function;weighting factor selection process;circulating current","","1","","","","","","IEEE","IEEE Conferences"
"Standing Assistance with Non-Verbal Cues Based on Intended Movement","S. Kawazoe; M. Yokota; D. Chugo; S. Yokota; H. Hashimoto; T. Katayama; Y. Mizuta; A. Koujina","Kwansei Gakuin University, Graduate School of Science and Technology, Hyogo, Japan; Kwansei Gakuin University, Graduate School of Science and Technology, Hyogo, Japan; Kwansei Gakuin University, Graduate School of Science and Technology, Hyogo, Japan; Faculty of Science and Engineering, Toyo University, Kawagoe, Saitama, Japan; Master Program of Innovation for Design and Engineering, Advanced Institute of Industrial Technology, Shinagawa, Tokyo, Japan; Service Robot Devision, RT.WORKS CO., LTD, Osaka, Japan; Service Robot Devision, RT.WORKS CO., LTD, Osaka, Japan; Service Robot Devision, RT.WORKS CO., LTD, Osaka, Japan","IECON 2018 - 44th Annual Conference of the IEEE Industrial Electronics Society","","2018","","","4312","4317","","","","10.1109/IECON.2018.8591524","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8591524","assistive robotic walker;standing assistance;intended movement","Manipulators;Senior citizens;Robot motion;Legged locomotion;Robot sensing systems;Trajectory","geriatrics;handicapped aids;medical robotics;mobile robots;motion control;patient rehabilitation","nursing specialist;nonverbal cues;intended movement;assistive robot;standing motion;standing assistance scheme;patients upper body","","1","","","","","","IEEE","IEEE Conferences"
"Development of the Agricultural Support System Based on Proposal Actions and Farmland Informations","M. Hasegawa; S. Muramatsu; K. Inagaki; D. Chugo; S. Yokota; H. Hashimoto","Graduate school of Eng. Tokai Univ, Course of Electrical and Electronic Eng., 4-1-1 Kitakaname, Hiratsuka, Kanagawa, 259-1292, Japan; Graduate school of Eng. Tokai Univ, Course of Electrical and Electronic Eng., 4-1-1 Kitakaname, Hiratsuka, Kanagawa, 259-1292, Japan; Graduate school of Eng. Tokai Univ, Course of Electrical and Electronic Eng., 4-1-1 Kitakaname, Hiratsuka, Kanagawa, 259-1292, Japan; Department of Human System Interaction, School of Science and Tech. Kwansei Gakuin Univ, 2–1 Gakuen, Sanda, Hyogo, 669-1337, Japan; Faculty of Science and Eng. Toyo Univ., Department of Mechanical Eng., 2100 Kujirai, Kawagoe, Saitama, 350-0815, Japan; Advanced Institute of Industrial Technology, Master Prog. Of Innovation for Design and Eng., 1-10-40, Higashi-oi, Shinagawa, Tokyo, 140-0011, Japan","IECON 2018 - 44th Annual Conference of the IEEE Industrial Electronics Society","","2018","","","4282","4287","","","","10.1109/IECON.2018.8591525","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8591525","Agriculture;Crop;farmland;Sensing;Temperature;Humidity;illuminance;moisture;Support System;Application;Light-laver;Efficiency","Agriculture;Temperature sensors;Temperature measurement;Web servers;Humidity","agriculture;crops;moisture;soil;statistical testing","t-test;temperature factor;humidity factor;illuminance factor;soil moisture content;crops;agricultural land;agricultural work;proposal actions;agricultural support system","","","","","","","","IEEE","IEEE Conferences"
"The Low DC-Link Capacitance Design Consideration for Cascaded H-Bridge STATCOM","X. Cheng; D. Lu; H. Hu","Nanjing University of Aeronautics and Astronautics, Jiangsu Key Lab. of New Energy and Power Conversion, Nanjing, China; Nanjing University of Aeronautics and Astronautics, Jiangsu Key Lab. of New Energy and Power Conversion, Nanjing, China; Nanjing University of Aeronautics and Astronautics, Jiangsu Key Lab. of New Energy and Power Conversion, Nanjing, China","IECON 2018 - 44th Annual Conference of the IEEE Industrial Electronics Society","","2018","","","4338","4343","","","","10.1109/IECON.2018.8591526","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8591526","cascaded H-bridge STATCOM;dc-link ripple;low capacitance;system capacity","Capacitance;Automatic voltage control;Capacitors;Design methodology;Modulation;Harmonic analysis;Power grids","invertors;power capacitors;static VAr compensators","cascaded H-bridge STATCOM;dc-link ripples;dc-link capacitance;DC-link capacitance design;Kirchhoffs law;voltage 400.0 V;apparent power 7.0 kVA","","","","","","","","IEEE","IEEE Conferences"
"Nonlinear Optimal Control of the UAV and Suspended Payload System","G. Rigatos; K. Busawon; P. Wira; M. Abbaszadeh","Industrial Systems Inst, Unit of Industrial Autom, Patras, 26504, Greece; Nonlinear Control Group, Univ. of Northumbria, Newcastle, NE18ST, UK; Univ. d’ Haute Alsace, Laboratoire MIPS, Mulhouse, 68093, France; General Electric, GE Global Research, NY, 12309, USA","IECON 2018 - 44th Annual Conference of the IEEE Industrial Electronics Society","","2018","","","3776","3781","","","","10.1109/IECON.2018.8591527","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8591527","","Payloads;Jacobian matrices;Robots;Computational modeling;Optimal control;Taylor series;Mathematical model","autonomous aerial vehicles;control system synthesis;feedback;Jacobian matrices;linearisation techniques;Lyapunov methods;mobile robots;nonlinear control systems;optimal control;Riccati equations;robot dynamics;stability;state-space methods","algebraic Riccati equation;Jacobian matrices;model uncertainties;multivariable dynamics;nonlinear dynamics;optimal control problem;approximately linearized model;H-infinity feedback controller;state-space model;linearization procedure;Taylor series expansion;approximate linearization;dynamic model;nonlinear optimal control approach;suspended payload system;UAV","","","","","","","","IEEE","IEEE Conferences"
"Position Estimation of the Drone Based on the Tensile Force of Cooperatively Towed Tube","M. Suzuki; S. Yokota; A. Matsumoto; H. Hashimoto; D. Chugo","Dept. of Mechanical Eng., Toyo University, Saitama, JAPAN; Dept. of Mechanical Eng., Toyo University, Saitama, JAPAN; Dept. of Mechanical Eng., Toyo University, Saitama, JAPAN; Advanced Institute of Industrial Technology, Tokyo, JAPAN; Kwansei Gakuin University, School of Science and Technology, Hyogo, JAPAN","IECON 2018 - 44th Annual Conference of the IEEE Industrial Electronics Society","","2018","","","4294","4299","","","","10.1109/IECON.2018.8591528","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8591528","drone;catenary theory;localization","Drones;Electron tubes;Force;Liquids;Estimation;Force measurement;Force sensors","aerospace robotics;force sensors;multi-robot systems;remotely operated vehicles","position estimation;spraying systems;liquid feeding system;tensile force sensor;multiple drones;towable tube length;liquid tube;cooperatively towed tube","","","","","","","","IEEE","IEEE Conferences"
"An Architecture of Knowledge Cloud Based on Manufacturing Big Data","C. Zhao; L. Ren; Y. Laili; L. Lai","Beijing Information Science and Technology University, Beijing, China; Beihang University, Beijing, China; Beihang University, Beijing, China; Beihang University, Beijing, China","IECON 2018 - 44th Annual Conference of the IEEE Industrial Electronics Society","","2018","","","4176","4180","","","","10.1109/IECON.2018.8591529","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8591529","cloud manufacturing;big data;knowledge cloud;ontology","Manufacturing;Ontologies;Cloud computing;Knowledge based systems;Big Data;Data mining;Computers","Big Data;cloud computing;manufacturing systems;ontologies (artificial intelligence);production engineering computing","Big data;cloud manufacturing;knowledge cloud ontology;manufacturing enterprises;knowledge database","","","","","","","","IEEE","IEEE Conferences"
"Towards Security Case Run-Time Adaptation by System Decomposition into Services","E. Lisova; A. Čaušević","Mälardalen University, Mälardalen Real-Time Research Centre, Västerås, Sweden; Mälardalen University, Mälardalen Real-Time Research Centre, Västerås, Sweden","IECON 2018 - 44th Annual Conference of the IEEE Industrial Electronics Society","","2018","","","4102","4108","","","","10.1109/IECON.2018.8591530","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8591530","","Security;Safety;Measurement;Vehicle dynamics;Monitoring;Standards;Software","security of data","security assessors;acceptable security level;system decomposition;interconnected systems;security case run-time adaptation;security assurance case;security case development;e-gas example","","","","","","","","IEEE","IEEE Conferences"
