"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License","Online Date",Issue Date,"Meeting Date","Publisher",Document Identifier
"A 5.3-GHz programmable divider for HiPerLAN in 0.25-/spl mu/m CMOS","N. Krishnapura; P. R. Kinget","Columbia Univ., New York, NY, USA; NA","IEEE Journal of Solid-State Circuits","","2000","35","7","1019","1024","A 5.3-GHz low-voltage CMOS frequency divider whose modulus can be varied from 220 to 224 is presented. Programmability is achieved by switching between different output phases of a D-flip-flop (DFF). An improved glitch-free phase switching architecture through the use of retimed multiplexer control signals is introduced. A high-speed low-voltage DFF circuit is given. The programmable divider fabricated in 0.25-/spl mu/m technology occupies 0.09 mm/sup 2/; it consumes 17.4 mA at 1.8 V and 26.8 mA at 2.2 V. Operation of 5.5 GHz with 300-mV/sub pk/ single-ended input is achieved with a 2.2-V supply. The residual phase noise at the output is -131 dBc/Hz at an offset of 1 kHz from the carrier while operating from a 5.5 GHz input.","1558-173X","","10.1109/4.848211","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=848211","","Flip-flops;Circuits;Voltage-controlled oscillators;Frequency conversion;Synthesizers;CMOS technology;Multiplexing;Phase noise;Timing;Transceivers","frequency dividers;wireless LAN;CMOS integrated circuits;low-power electronics;flip-flops;phase noise;transceivers;phase locked loops;multiplexing equipment","programmable divider;HiPerLAN;CMOS;low-voltage frequency divider;output phases;D-flip-flop;glitch-free phase switching architecture;retimed multiplexer control signals;high-speed low-voltage DFF circuit;single-ended input;residual phase noise;5.3 GHz;0.25 micron;17.4 mA;1.8 V;26.8 mA;2.2 V;5.5 GHz","","64","","13","","","","","IEEE","IEEE Journals"
"Dynamic stability analyses of a photovoltaic array connected to a large utility grid","Li Wang; Ying-Hao Lin","Dept. of Electr. Eng., Nat. Cheng Kung Univ., Tainan, Taiwan; NA","2000 IEEE Power Engineering Society Winter Meeting. Conference Proceedings (Cat. No.00CH37077)","","2000","1","","476","480 vol.1","This paper proposes a novel approach based on the eigenvalue method to investigate both transient and steady-state performance of a photovoltaic (PV) system connected to a large utility grid. A DC-to-DC boost converter is employed to step up the output DC voltage of the PV array. A DC-to-AC single-phase inverter is utilized to convert the higher DC voltage from the boost converter's output to the three-phase balanced voltages of utility's distribution system. The dynamic equations of the studied PV-utility's system are derived to examine the dynamic characteristics of the studied system under different operating conditions. The transient responses of the studied PV under different operating conditions are also examined. It can be concluded from the simulated results that the proposed methods are effective to explore the transient performance and dynamic characteristics of the studied combined PV-utility system under different disturbance conditions.","","0-7803-5935-6","10.1109/PESW.2000.850010","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=850010","","Stability analysis;Photovoltaic systems;Solar power generation;Voltage;DC-DC power converters;Inverters;Eigenvalues and eigenfunctions;Capacitors;Nonlinear dynamical systems;Equations","photovoltaic power systems;power system interconnection;power system dynamic stability;power system transient stability;control system analysis;solar cell arrays;transient response;eigenvalues and eigenfunctions;DC-DC power convertors;DC-AC power convertors;invertors","photovoltaic array;large utility grid;dynamic stability analyses;eigenvalue method;DC-to-DC boost converter;PV array;interconnected PV power systems;DC-to-AC single-phase inverter;distribution system;dynamic equations;dynamic characteristics;operating conditions;transient responses;transient performance;disturbance conditions;control simulation","","19","","18","","","","","IEEE","IEEE Conferences"
"Robust global terminal sliding mode control of SISO nonlinear uncertain systems","Shuanghe Yu; Xinghuo Yu; Man Zhihong","Fac. of Inf. & Commun., Central Queensland Univ., Rockhampton, Qld., Australia; NA; NA","Proceedings of the 39th IEEE Conference on Decision and Control (Cat. No.00CH37187)","","2000","3","","2198","2203 vol.3","A global terminal sliding mode controller is proposed for higher order SISO nonlinear dynamic systems by employing the fast terminal sliding mode concept in both the reaching phase and the sliding phase. The inherent dynamical properties of the fast terminal sliding modes and the recursive mechanism for application in higher order systems are explored. A control design procedure is developed. It is shown that, by suitably choosing the parameters of the fast terminal sliding modes, the system state variables will reach the fast terminal sliding manifolds within a desired finite time, and stay in the sliding modes thereafter, resulting in the convergence to the equilibrium in a finite time which can also be prespecified. The control law designed, which is called ""the global terminal sliding mode control"", is nonlinear and continuous. It does not cause chattering in the reaching phase and sliding phase. The robustness analysis shows that the proposed global terminal sliding mode controller has superior robustness in system uncertainties and external disturbances. Simulation studies are presented to validate the proposed scheme.","0191-2216","0-7803-6638-7","10.1109/CDC.2000.914122","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=914122","","Robust control;Sliding mode control;Uncertain systems;Control systems;Nonlinear control systems;Convergence;Uncertainty;Robustness;Force control;Informatics","variable structure systems;convergence;robust control;uncertain systems;nonlinear control systems;control system synthesis;control system analysis;nonlinear dynamical systems","robust global terminal sliding mode control;higher order SISO nonlinear dynamic systems;reaching phase;sliding phase;recursive mechanism;inherent dynamical properties;control design procedure;robustness analysis","","11","","8","","","","","IEEE","IEEE Conferences"
"A case study of open source software development: the Apache server","A. Mockus; R. T. Fielding; J. Herbsleb","AT&T Bell Labs., Naperville, IL, USA; NA; NA","Proceedings of the 2000 International Conference on Software Engineering. ICSE 2000 the New Millennium","","2000","","","263","272","According to its proponents, open source style software development has the capacity to compete successfully, and perhaps in many cases displace, traditional commercial development methods. In order to begin investigating such claims, we examine the development process of a major open source application, the Apache web server. By using email archives of source code change history and problem reports we quantify aspects of developer participation, core team size, code ownership, productivity, defect density, and problem resolution interval for this OSS project. This analysis reveals a unique process, which performs well on important measures. We conclude that hybrid forms of development that borrow the most effective techniques from both the OSS and commercial worlds may lead to high performance software processes.","0270-5257","1-58113-206-9","10.1145/337180.337209","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=870417","","Computer aided software engineering;Open source software;Programming;System-level design;Job shop scheduling;Computer science;Application software;Web server;History;Productivity","software process improvement;software engineering;search engines","open source software development;Apache web server;email archives;code ownership;productivity;defect density","","58","","16","","","","","IEEE","IEEE Conferences"
"Power quality disturbance waveform recognition using wavelet-based neural classifier. I. Theoretical foundation","S. Santoso; E. J. Powers; W. M. Grady; A. C. Parsons","Dept. of Electr. & Comput. Eng., Texas Univ., Austin, TX, USA; NA; NA; NA","IEEE Transactions on Power Delivery","","2000","15","1","222","228","Existing techniques for recognizing and identifying power quality disturbance waveforms are primarily based on visual inspection of the waveform. It is the purpose of this paper to bring to bear advances, especially in wavelet transforms, artificial neural networks, and the mathematical theory of evidence, to the problem of automatic power quality disturbance waveform recognition. Unlike past attempts to automatically identify disturbance waveforms where the identification is performed in the time domain using an individual artificial neural network, the proposed recognition scheme is carried out in the wavelet domain using a set of multiple neural networks. The outcomes of the networks are then integrated using decision making schemes such as a simple voting scheme or the Dempster-Shafer theory of evidence. With such a configuration, the classifier is capable of providing a degree of belief for the identified disturbance waveform.","1937-4208","","10.1109/61.847255","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=847255","","Power quality;Artificial neural networks;Wavelet transforms;Voting;Inspection;Wavelet domain;Decision making;Neural networks;Pattern recognition;Power industry","power supply quality;wavelet transforms;neural nets;power system analysis computing;inference mechanisms;pattern recognition;waveform analysis;power system faults","power quality disturbance waveform recognition;wavelet-based neural classifier;waveform visual inspection;wavelet transforms;artificial neural networks;multiple neural networks;decision making schemes;voting scheme;Dempster-Shafer theory of evidence;learning vector quantisation","","186","","24","","","","","IEEE","IEEE Journals"
"Flux distribution and core loss calculation for single phase and five limb three phase transformer core designs","E. G. teNyenhuis; G. F. Mechler; R. S. Girgis","ABB Electr. Syst. Technol. Inst., Raleigh, NC, USA; NA; NA","IEEE Transactions on Power Delivery","","2000","15","1","204","209","This paper presents results of an analytical core loss calculation method developed for single phase and five limb three phase core types. Shown are calculation results of flux distributions, flux density waveshapes, spatial flux density curves and loss distributions in cores other than the 3 phase-3 limb core. The analytical results show that the flux distribution is essentially uniform in the single-phase 2 limb and 3 limb cores. The flux waveforms are also shown to be essentially sinusoidal in different regions of the core. However, for the single-phase 4 limb core and the three-phase 5 limb core, the flux distribution is nonuniform and flux waves are very distorted. The calculated values of core losses were, generally, in excellent agreement with tested core losses of actual commercial transformers. The results on the very large 4 and 5 limb cores show that the production complexity of these cores cause a slightly higher tested core loss which needs to be included in the development of the core loss calculation for these cores.","1937-4208","","10.1109/61.847252","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=847252","","Core loss;Phase transformers;Transformer cores;Magnetic cores;Production;Loss measurement;Testing;Geometry;Magnetic losses;Magnetic flux","power transformers;transformer cores;magnetic flux;magnetic leakage","flux distribution;core loss calculation;five limb three phase transformer core design;single phase transformer core design;flux density waveshapes;spatial flux density curves;loss distributions;single-phase 2 limb cores;single-phase 3 limb cores;sinusoidal flux waveforms;single-phase 4 limb core;three-phase 5 limb core;nonuniform flux distribution;distorted flux waves;harmonic content;core laminations;loss density distribution","","22","","6","","","","","IEEE","IEEE Journals"
"Low voltage low power CMOS design techniques for deep submicron ICs","Liqiong Wei; K. Roy; V. K. De","Sch. of Electr. & Comput. Eng., Purdue Univ., West Lafayette, IN, USA; NA; NA","VLSI Design 2000. Wireless and Digital Imaging in the Millennium. Proceedings of 13th International Conference on VLSI Design","","2000","","","24","29","Due to the quadratic reduction in the switching power dissipation, lowering supply voltage is obviously one of the most effective ways to reduce power consumption. However, the performance will degrade. In order to satisfy the high performance requirements, threshold voltage has to be scaled. Unfortunately, such scaling leads to a dramatic increase in leakage current, which becomes a new concern for low voltage and high performance circuit designs. Multiple transistor threshold and supply voltages can be used to achieve low power and high performance while maintaining low leakage current. In this tutorial, different multiple-V/sub th/, multiple-V/sub dd/ and standby leakage control techniques are presented.","1063-9667","0-7695-0487-6","10.1109/ICVD.2000.812579","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=812579","","Low voltage;CMOS technology;Tunneling;Threshold voltage;Leakage current;Power dissipation;Circuit synthesis;Energy consumption;Subthreshold current;Degradation","CMOS integrated circuits;VLSI;integrated circuit design;low-power electronics;leakage currents","LV low power CMOS design techniques;low voltage CMOS design;deep submicron ICs;switching power dissipation reduction;supply voltage reduction;high performance requirements;low leakage current;standby leakage control techniques;multiple transistor threshold techniques;multiple supply voltage techniques;threshold voltage scaling","","21","","27","","","","","IEEE","IEEE Conferences"
"Power system damping controller design-using multiple input signals","J. H. Chow; J. J. Sanchez-Gasca; Haoxing Ren; Shaopeng Wang","Dept. of Electr. Comput. & Syst. Eng., Rensselaer Polytech. Inst., Troy, NY, USA; NA; NA; NA","IEEE Control Systems Magazine","","2000","20","4","82","90","We have investigated the use of multiple input signals for the design of power system stabilizers and thyristor-controlled series-compensation controllers. These examples show the benefits of combining input signals to move the system zeros to more desirable locations, allowing the controller to be more effective in providing additional damping to the interarea modes. The multiple-input-signal controller can be used as the primary control system or as a backup system when some of the controllers are temporarily unavailable. In some cases, a multiple-input-signal controller structure may be more cost effective than installing a new control device. The choices of the input signals used for the controller designs in the example systems in the article have been based on good knowledge of the systems.","1941-000X","","10.1109/37.856181","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=856181","","Power systems;Damping;Power system control;Control systems;Signal design;Power system security;Voltage control;Flexible AC transmission systems;Flexible structures;Lighting control","power system interconnection;power system stability;control system synthesis;thyristor applications;flexible AC transmission systems","power system damping controller;power system stabilizers;thyristor-controlled series-compensation controllers;interarea modes;primary control system;backup system;multiple-input-signal controller","","141","","22","","","","","IEEE","IEEE Magazines"
"Trajectory tracking control design for autonomous helicopters using a backstepping algorithm","E. Frazzoli; M. A. Dahleh; E. Feron","Dept. of Aeronaut. & Astronaut., MIT, Cambridge, MA, USA; NA; NA","Proceedings of the 2000 American Control Conference. ACC (IEEE Cat. No.00CH36334)","","2000","6","","4102","4107 vol.6","In this paper we present a tracking controller for a class of underactuated mechanical systems, based on a backstepping procedure. This class includes an approximation of small helicopter dynamics. The need to avoid artificial singularities due to the attitude representation is the main driver behind the control design presented in this paper: to achieve this goal, we will operate directly in the configuration manifold of the vehicle. The control design provides asymptotic tracking for an approximate model of small helicopters, and bounded tracking when more complete models are considered. Simulation examples, including both point stabilization and aggressive maneuver tracking, are presented and discussed.","0743-1619","0-7803-5519-9","10.1109/ACC.2000.876993","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=876993","","Trajectory;Control design;Helicopters;Backstepping;Aerodynamics;Control systems;Vehicle dynamics;Mechanical systems;Space technology;Nonlinear control systems","helicopters;aircraft control;tracking;mobile robots;control system synthesis","trajectory tracking control design;autonomous helicopters;backstepping algorithm;underactuated mechanical systems;small helicopter dynamics;artificial singularities;attitude representation;configuration manifold;asymptotic tracking;bounded tracking;point stabilization;aggressive maneuver tracking","","144","","12","","","","","IEEE","IEEE Conferences"
"Improved algorithm for estimating pulse repetition intervals","K. Nishiguchi; M. Kobayashi","Mitsubishi Electr. Corp., Hyogo, Japan; NA","IEEE Transactions on Aerospace and Electronic Systems","","2000","36","2","407","421","This paper presents an improved algorithm for estimating pulse repetition intervals (PRIs) of an interleaved pulse train which consists of several independent radar signals with different PRIs. The original version of this algorithm is a complex-valued autocorrelation-like integral, which leads to a kind of PRI spectrum wherein the locations of the spectral peaks indicate the PRI values. The original algorithm, however, has a serious drawback in that it is vulnerable to timing jitter (PRI jitter). We analyze the cause of this vulnerability and propose an improved algorithm using overlapped PRI bins which have shifting time origins. The improved algorithm has proven to be quite effective in obtaining the PRI spectrum for jittered pulse trains, which enables detection of mean PRIs by thresholding.","1557-9603","","10.1109/7.845217","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=845217","","Signal processing algorithms;Autocorrelation;Histograms;Algorithm design and analysis;Radar signal processing;Pulse measurements;Timing jitter;Research and development;Radar measurements;Area measurement","radar signal processing;correlation theory;timing jitter;spectral analysis","pulse repetition intervals;interleaved pulse train;independent radar signals;complex-valued autocorrelation-like integral;PRI spectrum;timing jitter;shifting time origins;thresholding","","75","","15","","","","","IEEE","IEEE Journals"
"Analysis of a novel bidirectional DC-to-AC inverter","Z. Yang; P. C. Sen","Dept. of Electr. & Comput. Eng., Queen's Univ., Kingston, Ont., Canada; NA","IEEE Transactions on Circuits and Systems I: Fundamental Theory and Applications","","2000","47","5","747","757","The switch-mode DC-to-AC inverter using a DC-to-DC converter configuration has many advantages over the traditional bridge-type inverter. The previously presented circuit with nonlinear robust control works only for resistive load and its output voltage has considerable distortion near the zero-crossing point. A novel bidirectional circuit with nonlinear robust control is proposed in this paper to overcome those drawbacks. This inverter can dynamically stabilize the output voltage, i.e., the output voltage of the inverter remains dynamically unchanged when subjected to large disturbances in the input voltage or output load. The stability analysis is presented. The closed-loop control system under P control, PI control, PD control, and PID control of the voltage loop for different types of loads are investigated. The results show that the PD control is the best choice. The performance of the circuit is also studied. Computer simulation and experimental results are provided.","1558-1268","","10.1109/81.847880","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=847880","","Inverters;Circuits;Voltage control;Control systems;Robust control;PD control;DC-DC power converters;Switching converters;Nonlinear distortion;Stability analysis","DC-AC power convertors;robust control;voltage control;circuit stability;nonlinear network analysis;dynamic response;PWM invertors;two-term control;three-term control;closed loop systems;nonlinear control systems;equivalent circuits;control system analysis","bidirectional DC-to-AC inverter;switch-mode DC-to-AC inverter;DC-to-DC converter configuration;nonlinear robust control;output voltage stabilisation;dynamic stabilization;stability analysis;closed-loop control system;P control;PI control;PD control;PID control;proportional control","","12","","10","","","","","IEEE","IEEE Journals"
"Application of parallel connected NPC-PWM inverters with multilevel modulation for AC motor drive","K. Matsui; Y. Kawata; F. Ueda","Dept. of Electr. Eng., Chubu Univ., Kasugai, Japan; NA; NA","IEEE Transactions on Power Electronics","","2000","15","5","901","907","The neutral point clamped (NPC)-PWM inverters have been put into practical use for large capacity AC motor drives, because of their many advantages. With the increase in use, still larger capacity inverters are also expected. In this paper, a parallel connected NPC-PWM inverter is applied for AC motor drive. The conventional modulation techniques are extended to improve the inverter characteristics. To determine an optimum modulation for controlling the parallel connected NPC-PWM inverter, various modulation techniques are devised and discussed, whose results are verified by experiment.","1941-0107","","10.1109/63.867679","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=867679","","AC motors;Pulse width modulation inverters;Voltage;Inductors;Circuits;Diodes;Switches;Clamps;Motor drives","PWM inverters;AC motor drives","parallel connected NPC-PWM inverters;multilevel modulation;AC motor drive;neutral point clamped PWM inverters;large capacity AC motor drives;optimum modulation;modulation techniques;asymmetrical modulation","","66","","7","","","","","IEEE","IEEE Journals"
"PWM-VSI inverter-assisted stand-alone dual stator winding induction generator","O. Ojo; I. E. Davidson","Dept. of Electr. & Comput. Eng., Tennessee Technol. Univ., Cookeville, TN, USA; NA","IEEE Transactions on Industry Applications","","2000","36","6","1604","1611","This paper presents a novel usage of a dual stator winding three-phase induction machine as a stand-alone generator with both controlled output load voltage magnitude and frequency. This generator, with both three-phase power and control windings housed in the stator structure, has the load connected to the power winding and a three-phase pulsewidth modulation (PWM) voltage-source inverter sourcing the control winding. The input to the PWM inverter is either a battery source or a charged DC capacitor. The operational characteristics of these generator schemes with either of the two inverter sources are investigated and shown to have desirable performance. How the load voltage magnitude depends on the various control and design parameters such as rotor speed, compensating capacitance, and load impedance is determined using a detailed mathematical model of the system.","1939-9367","","10.1109/28.887212","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=887212","","Pulse width modulation inverters;Stator windings;Induction generators;Voltage control;Induction machines;Frequency;Power generation;Pulse generation;Pulse inverters;Batteries","asynchronous generators;PWM invertors;stators;load regulation;voltage control;machine control;frequency control;capacitance;electric impedance","PWM-VSI;stand-alone induction generator;dual stator winding induction generator;three-phase induction machine;controlled output load voltage magnitude;controlled output load frequency;stator structure;power winding;three-phase pulsewidth modulation VSI;PWM voltage-source inverter;control winding sourcing;battery source;charged DC capacitor;rotor speed;compensating capacitance;load impedance;mathematical model","","123","","20","","","","","IEEE","IEEE Journals"
"Real-time stereo tracking for head pose and gaze estimation","R. Newman; Y. Matsumoto; S. Rougeaux; A. Zelinsky","Res. Sch. of Inf. Sci. & Eng., Australian Nat. Univ., Canberra, ACT, Australia; NA; NA; NA","Proceedings Fourth IEEE International Conference on Automatic Face and Gesture Recognition (Cat. No. PR00580)","","2000","","","122","128","Computer systems which analyse human face/head motion have attracted significant attention recently as there are a number of interesting and useful applications. Not least among these is the goal of tracking the head in real time. A useful extension of this problem is to estimate the subject's gaze point in addition to his/her head pose. This paper describes a real-time stereo vision system which determines the head pose and gaze direction of a human subject. Its accuracy makes it useful for a number of applications including human/computer interaction, consumer research and ergonomic assessment.","","0-7695-0580-5","10.1109/AFGR.2000.840622","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=840622","","Humans;Electrical capacitance tomography;Stereo vision;Application software;Ergonomics;Computer vision;Face detection;Cameras;Australia;Uniform resource locators","tracking;stereo image processing;real-time systems;gesture recognition;face recognition","real-time stereo tracking;head pose estimation;gaze estimation;computer systems;motion analysis;head tracking;real-time stereo vision;gaze direction;human/computer interaction;consumer research;ergonomic assessment","","54","","14","","","","","IEEE","IEEE Conferences"
"The dawn of organic electronics","S. Forrest; P. Burrows; M. Thompson","Princeton Univ., NJ, USA; NA; NA","IEEE Spectrum","","2000","37","8","29","34","Organic semiconductors are poised to transform the world of circuit and display technology. Major electronics firms such as Philips and Pioneer, and smaller companies such as Cambridge Display Technology, Universal Display, and Uniax, are betting that the future holds tremendous opportunity for the low cost and sometimes surprisingly high performance offered by organic electronic and optoelectronic devices. Using organic light-emitting devices (OLEDs), organic full-color displays may eventually replace liquid-crystal displays (LCDs) for use with laptop and even desktop computers. Such displays can be deposited on flexible plastic foils, eliminating the fragile and heavy glass substrates used in LCDs, and can emit bright light without the pronounced directionality inherent in LCD viewing, all with efficiencies higher than can be obtained with incandescent light bulbs.","1939-9340","","10.1109/6.861775","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=861775","","Organic electronics;Flat panel displays;Liquid crystal displays;Computer displays;Organic semiconductors;Circuits;Costs;Optoelectronic devices;Organic light emitting diodes;Portable computers","organic semiconductors;LED displays","organic electronics;organic semiconductors;display technology;circuit technology;Philips;Pioneer;Cambridge Display Technology;Universal Display;Uniax;organic optoelectronic devices;organic electronic devices;organic light-emitting devices;organic full-color displays;desktop computers;laptop computers;flexible plastic foils","","21","","","","","","","IEEE","IEEE Magazines"
"Phased array calibration","R. Sorace","Hughes Space & Commun. Co., El Segundo, CA, USA","Proceedings 2000 IEEE International Conference on Phased Array Systems and Technology (Cat. No.00TH8510)","","2000","","","533","536","Since accurate pointing of a beam of a phased array antenna demands precise control of phase and amplitude, periodic calibration of the gain and phase of the electronics is essential. Calibration may be performed by pointing a beam of an array at a fixed location and transmitting or receiving signals that permit calibration of individual elements. To calibrate the entire array, the procedure must be repeated for each element, Note that pointing a beam at a fixed station assumes that dependence of calibration on direction is negligible. If parameters are sensitive to pointing direction, then an alternative such as multiple stations must be implemented.","","0-7803-6345-0","10.1109/PAST.2000.859013","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=859013","","Phased arrays;Calibration;Power measurement;Phase measurement;Voltage;Radio frequency;Frequency synchronization;Narrowband;Filters;Detectors","calibration;antenna phased arrays;antenna testing;phase control","beam pointing;phased array antenna;phase control;amplitude control;gain calibration;phase calibration;array element;pointing direction","","4","","4","","","","","IEEE","IEEE Conferences"
"Reducing power by optimizing the necessary precision/range of floating-point arithmetic","J. Y. F. Tong; D. Nagle; R. A. Rutenbar","Dept. of Electr. & Comput. Eng., Carnegie Mellon Univ., Pittsburgh, PA, USA; NA; NA","IEEE Transactions on Very Large Scale Integration (VLSI) Systems","","2000","8","3","273","286","Low-power systems often find the power cost of floating-point (FP) hardware prohibitively expensive. This paper explores ways of reducing FP power consumption by minimizing the bitwidth representation of FP data. Analysis of several FP programs that manipulate low-resolution human sensory data shows that these programs suffer no loss of accuracy even with a significant reduction in bitwidth. Most FP programs in our benchmark suite maintain the same output even when the mantissa bitwidth is reduced by half. This FP bitwidth reduction can deliver a significant power saving through the use of a variable bitwidth FP unit. Our results show that up to 66% reduction in multiplier energy/operation can be achieved in the FP unit by this bitwidth reduction technique without sacrificing any program accuracy.","1557-9999","","10.1109/92.845894","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=845894","","Floating-point arithmetic;Hardware;Humans;Energy consumption;Image recognition;Speech recognition;Signal processing algorithms;Costs;Data analysis;Programming profession","floating point arithmetic;low-power electronics;multiplying circuits;CMOS digital integrated circuits;integrated circuit design","floating-point arithmetic;low-power systems;power cost;power consumption;bitwidth representation;low-resolution human sensory data;mantissa bitwidth;variable bitwidth FP unit;multiplier energy;program accuracy","","80","","30","","","","","IEEE","IEEE Journals"
"Output feedback robust H/sup /spl infin// control of uncertain fuzzy dynamic systems with time-varying delay","Kap Rai Lee; Jong Hae Kim; Eun Tae Jeung; Hong Bae Park","Dept. of Comput. Appl. Contro, Doowon Tech. Coll., Gyonggi, South Korea; NA; NA; NA","IEEE Transactions on Fuzzy Systems","","2000","8","6","657","664","This paper presents an output feedback robust H/sup /spl infin// control problem for a class of uncertain fuzzy dynamic systems with time-varying delayed state. The Takagi-Sugeno fuzzy model is employed to represent an uncertain nonlinear systems with time-varying delayed state. Using a single quadratic Lyapunov function, the globally exponential stability and disturbance attenuation of the closed-loop fuzzy control system are discussed. Sufficient conditions for the existence of robust H/sup /spl infin// controllers are given in terms of matrix inequalities. Constructive algorithm for design of robust H/sup /spl infin// controller is also developed. The resulting controller is nonlinear and automatically tuned based on fuzzy operation.","1941-0034","","10.1109/91.890325","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=890325","","Output feedback;Robustness;Robust control;Fuzzy control;Automatic control;Fuzzy systems;Time varying systems;Delay systems;Control systems;Nonlinear dynamical systems","nonlinear systems;uncertain systems;time-varying systems;delay systems;feedback;robust control;H/sup /spl infin// control;asymptotic stability;fuzzy control;control system synthesis;Lyapunov methods","uncertain systems;fuzzy dynamic systems;output feedback;robust control;H/sup /spl infin// control;time-varying systems;delay systems;Takagi-Sugeno model;nonlinear systems;Lyapunov function;exponential stability;matrix inequalities;disturbance attenuation","","219","","27","","","","","IEEE","IEEE Journals"
"SPEC CPU2000: measuring CPU performance in the New Millennium","J. L. Henning","Compaq Comput. Corp., USA","Computer","","2000","33","7","28","35","As computers and software have become more powerful, it seems almost human nature to want the biggest and fastest toy you can afford. But how do you know if your toy is tops? Even if your application never does any I/O, it's not just the speed of the CPU that dictates performance. Cache, main memory, and compilers also play a role. Software applications also have differing performance requirements. So whom do you trust to provide this information? The Standard Performance Evaluation Corporation (SPEC) is a nonprofit consortium whose members include hardware vendors, software vendors, universities, customers, and consultants. SPEC's mission is to develop technically credible and objective component- and system-level benchmarks for multiple operating systems and environments, including high-performance numeric computing, Web servers, and graphical subsystems. On 30 June 2000, SPEC retired the CPU95 benchmark suite. Its replacement is CPU2000, a new CPU benchmark suite with 19 applications that have never before been in a SPEC CPU suite. The article discusses how SPEC developed this benchmark suite and what the benchmarks do.","1558-0814","","10.1109/2.869367","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=869367","","Application software;Benchmark testing;Software performance;Hardware;Operating systems;Workstations;Humans;Software standards;Educational institutions;Web server","performance evaluation;DP industry;computer evaluation;program testing","SPEC CPU2000;CPU performance measurement;performance requirements;Standard Performance Evaluation Corporation;nonprofit consortium;system-level benchmarks;multiple operating systems;high-performance numeric computing;Web servers;graphical subsystems;CPU95 benchmark suite;CPU benchmark suite","","445","","3","","","","","IEEE","IEEE Magazines"
"FPGA signal processing using sigma-delta modulation","C. Dick; F. Harris","Xilin Inc., San Jose, CA, USA; NA","IEEE Signal Processing Magazine","","2000","17","1","20","35","FPGA devices maintain the flexibility of software-based solutions, while providing levels of performance that match, and often exceed ASIC solutions. There is a rich and expanding body of literature devoted to the efficient and effective implementation of digital signal processors using FPGA-based hardware. More often than not, the most successful of these techniques involves a paradigm shift away from the methods that provide good solutions in software programmable DSP systems. This article reports on the rich set of design opportunities that are available to the signal processing system designer through innovative combinations of /spl Sigma//spl Delta/ modulation techniques and FPGA signal processing hardware. The applications considered include narrow-band filters, both single-rate and multi-rate; DC canceller; and /spl Sigma//spl Delta/ modulation hybrid digital-analog control loops for simplifying carrier recovery, timing recovery, automatic gain control (AGC) loops in a digital communication receiver.","1558-0792","","10.1109/79.814644","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=814644","","Field programmable gate arrays;Signal processing;Delta-sigma modulation;Hardware;Signal design;Application specific integrated circuits;Digital signal processors;Software systems;Digital signal processing;Process design","field programmable gate arrays;digital signal processing chips;sigma-delta modulation;digital filters;automatic gain control;receivers;digital communication;synchronisation","FPGA signal processing;sigma-delta modulation;software-based solutions;performance;digital signal processors;software programmable DSP systems;/spl Sigma//spl Delta/ modulation;narrow-band filters;single-rate filters;multi-rate filters;DC canceller;hybrid digital-analog control loops;carrier recovery;timing recovery;automatic gain control;AGC loops;digital communication receiver","","37","","12","","","","","IEEE","IEEE Magazines"
