"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License","Online Date",Issue Date,"Meeting Date","Publisher",Document Identifier
"Rician K Factor Estimation for Wireless Communication Systems","A. Doukas; G. Kalivas","University of Patras, Department of Electrical & Computer Engineering; University of Patras, Department of Electrical & Computer Engineering","2006 International Conference on Wireless and Mobile Communications (ICWMC'06)","","2006","","","69","69","In many radio propagation environments, a line of sight (LoS) component exists between the transmitter and the receiver. This way the time-varying envelope of the received signal can be described by a Rician distribution with Rician factor K. Therefore, precise and efficient methods of Rician K factor estimation are of substantial concern. In this paper we examine a Rician K factor estimator suitable for wireless communication systems. The estimator is based on the envelope of the unmodulated received signal and an expression between the Rician channel statistics and K factor is presented. We depict its functionality for fixed and low mobility systems, with different carrier frequencies, thus making the estimator candidate for use not only for specific systems such as mobile communications. In the examined cases of mobility and carrier usage, the estimator achieves very satisfactory results for low signal to noise ratio (SNR) values and K factor values.","","0-7695-2629-2","10.1109/ICWMC.2006.81","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4124218","","Rician channels;Wireless communication;Frequency estimation;Signal to noise ratio;Rayleigh channels;Statistics;Mobile communication;Radio transmitters;Q factor;MIMO","channel estimation;Rician channels;statistical analysis","Rician K factor estimation;wireless communication systems;unmodulated received signal;Rician channel statistics;channel estimation;signal to noise ratio","","17","","18","","","","","IEEE","IEEE Conferences"
"Robust and secure image hashing","A. Swaminathan; Yinian Mao; Min Wu","Dept. of Electr. & Comput. Eng., Maryland Univ., USA; Dept. of Electr. & Comput. Eng., Maryland Univ., USA; Dept. of Electr. & Comput. Eng., Maryland Univ., USA","IEEE Transactions on Information Forensics and Security","","2006","1","2","215","230","Image hash functions find extensive applications in content authentication, database search, and watermarking. This paper develops a novel algorithm for generating an image hash based on Fourier transform features and controlled randomization. We formulate the robustness of image hashing as a hypothesis testing problem and evaluate the performance under various image processing operations. We show that the proposed hash function is resilient to content-preserving modifications, such as moderate geometric and filtering distortions. We introduce a general framework to study and evaluate the security of image hashing systems. Under this new framework, we model the hash values as random variables and quantify its uncertainty in terms of differential entropy. Using this security framework, we analyze the security of the proposed schemes and several existing representative methods for image hashing. We then examine the security versus robustness tradeoff and show that the proposed hashing methods can provide excellent security and robustness.","1556-6021","","10.1109/TIFS.2006.873601","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1634363","Differential entropy;image authentication;image hashing;multimedia security","Robustness;Security;Authentication;Image databases;Spatial databases;Watermarking;Image generation;Fourier transforms;Testing;Image processing","cryptography;Fourier transforms;image processing;filtering theory","secure image hashing;image hash functions;Fourier transform;image processing;content-preserving modifications;filtering distortions;differential entropy","","324","","44","","","","","IEEE","IEEE Journals"
"Output levelling of renewable energy by electric double-layer capacitor applied for energy storage system","T. Kinjo; T. Senjyu; N. Urasaki; H. Fujita","Dept. of Electr. & Electron. Eng., Univ. of the Ryukyus, Okinawa, Japan; Dept. of Electr. & Electron. Eng., Univ. of the Ryukyus, Okinawa, Japan; Dept. of Electr. & Electron. Eng., Univ. of the Ryukyus, Okinawa, Japan; Dept. of Electr. & Electron. Eng., Univ. of the Ryukyus, Okinawa, Japan","IEEE Transactions on Energy Conversion","","2006","21","1","221","227","Utilization of renewable energy are coming up from view points of environmental conservation and depletion of fossil fuel. However, the generated power from renewable energies is always fluctuating due to environmental status. Energy storage system is indispensable to compensate these fluctuating components. Energy capacitor system (ECaSS) connected an electric double-layer capacitor (EDLC) with power-electronics devices is useful for the compensation of fluctuating power since one is capable of controlling both active and reactive power simultaneously. This paper proposes the current-source ECaSS (CS-ECS), which consists of EDLC, bi-directional DC-DC converter, and current-source inverter. We have presented the control system for the active/reactive power control of CS-ECS, and have shown the effectiveness of CS-ECS through computer simulations for case of wind power generation system.","1558-0059","","10.1109/TEC.2005.853752","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1597340","Bi-directional dc–dc converter;current source inverter;electric double-layer capacitor;regulations of terminal voltage and power flow;wind turbine generator","Renewable energy resources;Supercapacitors;Energy storage;Reactive power control;Fossil fuels;Power generation;Control systems;Bidirectional control;DC-DC power converters;Inverters","renewable energy sources;capacitor storage;reactive power control;DC-DC power convertors;invertors;environmental factors","renewable energy output levelling;electric double-layer capacitor;energy storage system;environmental conservation;fossil fuel;energy capacitor system;power electronics devices;power fluctuation;active power control;reactive power control;bidirectional DC-DC converter;current-source inverter;computer simulations;wind power generation systems","","161","","15","","","","","IEEE","IEEE Journals"
"Software architecture-centric methods and agile development","R. L. Nord; J. E. Tomayko","Software Eng. Inst., Pittsburgh, PA, USA; Software Eng. Inst., Pittsburgh, PA, USA","IEEE Software","","2006","23","2","47","53","The agile software development paradigm and plan-driven approaches each have their strengths and shortcomings. The former emphasizes rapid, flexible development, while the latter emphasizes project and process infrastructure. Many practitioners, particularly of agile methods, tend-to view software architecture in light of the plan-driven side of the spectrum. They think that architecture-centric methods are too much work, equating them with high-ceremony processes emphasizing document production. But many elements make up a successful development approach, including process, product, technology, people, and tools. Software architecture is part of product quality and isn't tied to a particular process, technology, culture, or tool. This article explores the relationship and synergies between architecture-centric design and analysis methods and the extreme programming framework. We chose to focus on XP because it's one of the most mature and best-known agile practices.","1937-4194","","10.1109/MS.2006.54","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1605178","software architecture;architecture-centric methods;quality attributes;agile software development;Extreme Programming;XP","Computer architecture;Software architecture;Design methodology;Software engineering;Process design;Risk analysis;Feedback;Prototypes;Programming;Design engineering","software architecture;software quality","software architecture-centric method;agile software development;plan-driven approach;extreme programming framework;quality attribute workshop;attribute-driven design","","53","","6","","","","","IEEE","IEEE Magazines"
"Gate-All-Around (GAA) Twin Silicon Nanowire MOSFET (TSNWFET) with 15 nm Length Gate and 4 nm Radius Nanowires","K. H. Yeo; S. D. Suk; M. Li; Y. Yeoh; K. H. Cho; K. Hong; S. Yun; M. S. Lee; N. Cho; K. Lee; D. Hwang; B. Park; D. Kim; D. Park; B. Ryu","San 24, Kiheung-Gu, Yongin-City, Kyungki-Do, KOREA, 449-711. Phone: 82-31-209-6668, Fax: 82-31-209-9861, E-mail: mbc39010.yeo@samsung.com; San 24, Kiheung-Gu, Yongin-City, Kyungki-Do, KOREA, 449-711. Phone: 82-31-209-6668, Fax: 82-31-209-9861, E-mail: mbc39010.yeo@samsung.com; San 24, Kiheung-Gu, Yongin-City, Kyungki-Do, KOREA, 449-711. Phone: 82-31-209-6668, Fax: 82-31-209-9861, E-mail: mbc39010.yeo@samsung.com; San 24, Kiheung-Gu, Yongin-City, Kyungki-Do, KOREA, 449-711. Phone: 82-31-209-6668, Fax: 82-31-209-9861, E-mail: mbc39010.yeo@samsung.com; San 24, Kiheung-Gu, Yongin-City, Kyungki-Do, KOREA, 449-711. Phone: 82-31-209-6668, Fax: 82-31-209-9861, E-mail: mbc39010.yeo@samsung.com; Test Team, San 24, Kiheung-Gu, Yongin-City, Kyungki-Do, KOREA, 449-711. Phone: 82-31-209-6668, Fax: 82-31-209-9861, E-mail: mbc39010.yeo@samsung.com; Device Research Team, PD Team, San 24, Kiheung-Gu, Yongin-City, Kyungki-Do, KOREA, 449-711. Phone: 82-31-209-6668, Fax: 82-31-209-9861, E-mail: mbc39010.yeo@samsung.com; Device Research Team, PD Team, San 24, Kiheung-Gu, Yongin-City, Kyungki-Do, KOREA, 449-711. Phone: 82-31-209-6668, Fax: 82-31-209-9861, E-mail: mbc39010.yeo@samsung.com; Device Research Team, PD Team, San 24, Kiheung-Gu, Yongin-City, Kyungki-Do, KOREA, 449-711. Phone: 82-31-209-6668, Fax: 82-31-209-9861, E-mail: mbc39010.yeo@samsung.com; Device Research Team, PD Team, San 24, Kiheung-Gu, Yongin-City, Kyungki-Do, KOREA, 449-711. Phone: 82-31-209-6668, Fax: 82-31-209-9861, E-mail: mbc39010.yeo@samsung.com; Test Team, San 24, Kiheung-Gu, Yongin-City, Kyungki-Do, KOREA, 449-711. Phone: 82-31-209-6668, Fax: 82-31-209-9861, E-mail: mbc39010.yeo@samsung.com; MTT2 Team, San 24, Kiheung-Gu, Yongin-City, Kyungki-Do, KOREA, 449-711. Phone: 82-31-209-6668, Fax: 82-31-209-9861, E-mail: mbc39010.yeo@samsung.com; San 24, Kiheung-Gu, Yongin-City, Kyungki-Do, KOREA, 449-711. Phone: 82-31-209-6668, Fax: 82-31-209-9861, E-mail: mbc39010.yeo@samsung.com; San 24, Kiheung-Gu, Yongin-City, Kyungki-Do, KOREA, 449-711. Phone: 82-31-209-6668, Fax: 82-31-209-9861, E-mail: mbc39010.yeo@samsung.com; San 24, Kiheung-Gu, Yongin-City, Kyungki-Do, KOREA, 449-711. Phone: 82-31-209-6668, Fax: 82-31-209-9861, E-mail: mbc39010.yeo@samsung.com","2006 International Electron Devices Meeting","","2006","","","1","4","GAA TSNWFET with 15 nm gate length and 4 nm radius nanowires is demonstrated and shows excellent short channel immunity. p-TSNWFET shows high driving current of 1.94 mA/mum while n-TSNWFET shows on-current of 1.44 mA/mum. Merits of TSNWFET and performance enhancement of p-TSNWFET are explored using 3D and quantum simulation","2156-017X","1-4244-0438-X","10.1109/IEDM.2006.346838","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4154257","","MOSFET circuits;Immune system;Nanoscale devices;Electronic equipment testing;Fabrication;Tin;Silicon germanium;Germanium silicon alloys;Effective mass;Delay","MOSFET;nanowires","twin silicon nanowire MOSFET;TSNWFET;short channel immunity;performance enhancement;quantum simulation;4 nm;15 nm","","121","","7","","","","","IEEE","IEEE Conferences"
"Person Reidentification Using Spatiotemporal Appearance","N. Gheissari; T. B. Sebastian; R. Hartley","National ICT Canberra, Australia; NA; NA","2006 IEEE Computer Society Conference on Computer Vision and Pattern Recognition (CVPR'06)","","2006","2","","1528","1535","In many surveillance applications it is desirable to determine if a given individual has been previously observed over a network of cameras. This is the person reidentification problem. This paper focuses on reidentification algorithms that use the overall appearance of an individual as opposed to passive biometrics such as face and gait. Person reidentification approaches have two aspects: (i) establish correspondence between parts, and (ii) generate signatures that are invariant to variations in illumination, pose, and the dynamic appearance of clothing. A novel spatiotemporal segmentation algorithm is employed to generate salient edgels that are robust to changes in appearance of clothing. The invariant signatures are generated by combining normalized color and salient edgel histograms. Two approaches are proposed to generate correspondences: (i) a model based approach that fits an articulated model to each individual to establish a correspondence map, and (ii) an interest point operator approach that nominates a large number of potential correspondences which are evaluated using a region growing scheme. Finally, the approaches are evaluated on a 44 person database across 3 disparate views.","1063-6919","0-7695-2597-0","10.1109/CVPR.2006.223","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1640938","","Spatiotemporal phenomena;Clothing;Cameras;Histograms;Face detection;Surveillance;Biometrics;Lighting;Robustness;Brightness","","","","207","","25","","","","","IEEE","IEEE Conferences"
"Super-resolution in PET imaging","J. A. Kennedy; O. Israel; A. Frenkel; R. Bar-Shalom; Haim Azhari","Fac. of Biomed. Eng., Israel Inst. of Technol., Haifa, Israel; NA; NA; NA; NA","IEEE Transactions on Medical Imaging","","2006","25","2","137","147","This paper demonstrates a super-resolution method for improving the resolution in clinical positron emission tomography (PET) scanners. Super-resolution images were obtained by combining four data sets with spatial shifts between consecutive acquisitions and applying an iterative algorithm. Super-resolution attenuation corrected PET scans of a phantom were obtained using the two-dimensional and three-dimensional (3-D) acquisition modes of a clinical PET/computed tomography (CT) scanner (Discovery LS, GEMS). In a patient study, following a standard /sup 18/F-FDG PET/CT scan, a super-resolution scan around one small lesion was performed using axial shifts without increasing the patient radiation exposure. In the phantom study, smaller features (3 mm) could be resolved axially with the super-resolution method than without (6 mm). The super-resolution images had better resolution than the original images and provided higher contrast ratios in coronal images and in 3-D acquisition transaxial images. The coronal super-resolution images had superior resolution and contrast ratios compared to images reconstructed by merely interleaving the data to the proper axial location. In the patient study, super-resolution reconstructions displayed a more localized /sup 18/F-FDG uptake. A new approach for improving the resolution of PET images using a super-resolution method has been developed and experimentally confirmed, employing a clinical scanner. The improvement in axial resolution requires no changes in hardware.","1558-254X","","10.1109/TMI.2005.861705","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1583760","Image resolution;oncology;PET;super-resolution","Image resolution;Positron emission tomography;Spatial resolution;Computed tomography;Imaging phantoms;Image reconstruction;Iterative algorithms;Attenuation;Lesions;Interleaved codes","positron emission tomography;image resolution;iterative methods;phantoms;medical image processing;image reconstruction","coronal super-resolution images;PET imaging;clinical positron emission tomography;iterative algorithm;phantom;computed tomography;FDG PET;image reconstruction","Algorithms;Fluorodeoxyglucose F18;Humans;Image Enhancement;Image Interpretation, Computer-Assisted;Imaging, Three-Dimensional;Lung Neoplasms;Phantoms, Imaging;Positron-Emission Tomography;Positron-Emission Tomography;Radiopharmaceuticals;Reproducibility of Results;Sensitivity and Specificity","122","","28","","","","","IEEE","IEEE Journals"
"Innovative PV Micro-Inverter Topology Eliminates Electrolytic Capacitors for Longer Lifetime","W. Bower; R. West; A. Dickerson","Sandia National Laboratories, Albuquerque, NM 87185; USA, wibower@sandia.gov; Distributed Power, San Luis Obispo, CA 93401; USA, Rick.West@distributedpower.us; Bluepoint Associates, San Luis Obispo, CA 93401; USA, adickersn@charter.net","2006 IEEE 4th World Conference on Photovoltaic Energy Conference","","2006","2","","2038","2041","An extremely reliable micro-inverter is critical to the success of the AC PV building block and the AC PV module concepts. [1,2,3,4]. An innovative inverter design has been developed and prototyped in order to address some of the most critical issues associated with extending the mean time between failure (MTBF) and the total lifetime of the micro-inverter when it is integrated onto a PV module. The innovative micro-inverter addressed in this paper uses a unique proprietary circuit topology to reduce the numbers and sizes of capacitors, is currently rated at 150 W, and has been shown to be thermally robust and feasible. Additionally, the smaller capacitors used in the design use advanced technology exhibiting much longer lifetime (30-year) in the anticipated thermal environment. The unconventional micro-inverter design considerations, layout, early findings from modeling and evaluation results are presented. Preliminary findings for proposed redesign to increase the rating to 300 W are presented. An initial assessment of a reliability requirement study for micro-inverters is also discussed","0160-8371","1-4244-0016-3","10.1109/WCPEC.2006.279902","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4060068","","Topology;Capacitors;Photovoltaic systems;Solar power generation;Inverters;Rails;Packaging;Thermal management;Circuits;Prototypes","invertors;photovoltaic power systems","PV microinverter topology;electrolytic capacitors;AC PV building block;mean time between failure;unique proprietary circuit topology;anticipated thermal environment;150 W;300 W","","26","","8","","","","","IEEE","IEEE Conferences"
"Development of a Unified Design, Test, and Research Platform for Wind Energy Systems Based on Hardware-in-the-Loop Real-Time Simulation","H. Li; M. Steurer; K. L. Shi; S. Woodruff; D. Zhang","Dept. of Electr. & Comput. Eng., Florida A&M Univ.-Florida State Univ., Tallahassee, FL; NA; NA; NA; NA","IEEE Transactions on Industrial Electronics","","2006","53","4","1144","1151","Traditionally, offline modeling and simulation has been the tool of choice for improving wind energy system control strategies and their utility system integration. This paper exploits how a newly established real-time hardware-in-the-loop (HIL) test facility, which is designed for testing all-electric ship propulsion systems, can be utilized for wind energy research. The test site uses two 2.5-MW/220-rpm dynamometers and a 5-MW variable voltage and frequency converter to emulate a realistic dynamic environment, both mechanically and electrically. The facility is controlled by a digital real-time electric power system simulator that is capable of simulating electrical networks and control systems of substantial complexity, typically with a 50-mus time step. Substantial input/output allows the feedback of measured quantities into the simulation. A 15-kW mock-up motor-generator set is used to demonstrate some critical aspects of the concept including the implementation of a proposed neural-network-based sensorless maximum wind energy capture control. From the dynamic test results presented, it is concluded that the proposed system shows great potential for the development of a unified wind energy design, test, and research platform","1557-9948","","10.1109/TIE.2006.878319","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1667912","Hardware-in-the-loop (HIL) simulation;maximum power tracking;neural networks (NNs);real-time simulation;wind energy","System testing;Wind energy;Real time systems;Power system simulation;Control system synthesis;Mechanical variables control;Electric variables control;Sensorless control;Test facilities;Marine vehicles","electric propulsion;feedback;neurocontrollers;power convertors;power generation control;ships;testing;wind power plants","wind energy systems;hardware-in-the-loop real-time simulation;HIL test facility;all-electric ship propulsion systems;wind energy research;dynamometers;variable voltage converter;variable frequency converter;digital real-time electric power system simulator;neural network;sensorless maximum wind energy capture control;2.5 MW;50 mus;15 MW","","131","","21","","","","","IEEE","IEEE Journals"
"A Flexible Technique for Accurate Omnidirectional Camera Calibration and Structure from Motion","D. Scaramuzza; A. Martinelli; R. Siegwart","Swiss Federal Institute of Technology Lausanne (EPFL), Switzerland; NA; NA","Fourth IEEE International Conference on Computer Vision Systems (ICVS'06)","","2006","","","45","45","In this paper, we present a flexible new technique for single viewpoint omnidirectional camera calibration. The proposed method only requires the camera to observe a planar pattern shown at a few different orientations. Either the camera or the planar pattern can be freely moved. No a priori knowledge of the motion is required, nor a specific model of the omnidirectional sensor. The only assumption is that the image projection function can be described by a Taylor series expansion whose coefficients are estimated by solving a two-step least-squares linear minimization problem. To test the proposed technique, we calibrated a panoramic camera having a field of view greater than 200 in the vertical direction, and we obtained very good results. To investigate the accuracy of the calibration, we also used the estimated omni-camera model in a structure from motion experiment. We obtained a 3D metric reconstruction of a scene from two highly distorted omnidirectional images by using image correspondences only. Compared with classical techniques, which rely on a specific parametric model of the omnidirectional camera, the proposed procedure is independent of the sensor, easy to use, and flexible.","","0-7695-2506-7","10.1109/ICVS.2006.3","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1578733","","Cameras;Calibration;Robot vision systems;Layout;Mirrors;Lenses;Motion estimation;Machine vision;Computer vision;Cognitive robotics","","","","174","","21","","","","","IEEE","IEEE Conferences"
"IEEE Recommended Practice for Seismic Design of Substations - Redline","","","IEEE Std 693-2005 (Revision of IEEE Std 693-1997) - Redline","","2006","","","1","198","Seismic design recommendations for substations, including qualification of each equipment type, are discussed. Design recommendations consist of seismic criteria, qualification methods and levels, structural capacities, performance requirements for equipment operation, installation methods, and documentation.;Seismic design recommendations for substations, including qualification of each equipment type, are discussed. Design recommendations consist of seismic criteria, qualification methods and levels, structural capacities, performance requirements for equipment operation, installation methods, and documentation","","978-0-7381-7077-0","","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6042254","anchorage;conductor;electrical equipment;damping;dynamic analysis;loads;required response spectrum;projected performance;seismic qualification;shake table;sine-beat;static coefficient analysis;support structure;suspended equipment;time history.","IEEE standards;Substations;Seismic measurements;Ground support","IEEE standards;power apparatus;seismic waves;substations","IEEE standard;substation seismic design recommendation;seismic criteria;seismic qualification method;structural capacity;electrical equipment operation;electrical equipment installation method;IEEE Std 693-2005","","","","67","","","","","IEEE","IEEE Standards"
"A Theory of Network Localization","J. Aspnes; T. Eren; D. K. Goldenberg; A. S. Morse; W. Whiteley; Y. R. Yang; B. D. O. Anderson; P. N. Belhumeur","Department of Computer Science, Yale University, PO Box 208285, New Haven, CT 06520-8285; Arifiye mh. Alaeddin cd. No:12, Akturk Apt., Daire:12, Kat:4, 26010 Eskisehir, Turkey; Department of Computer Science, Yale University, PO Box 208285, New Haven, CT 06520-8285; Laboratory for Control Science and Engineering, Department of Electrical Engineering, Yale University, PO Box 208267 Yale Station, New Haven, CT 06520-8267; Department of Mathematics and Statistics, York University, 4700 Keele Street, Toronto, Ontario M3J 1P3; Department of Computer Science, Yale University, PO Box 208285, New Haven, CT 06520-8285; National ICT Australia Ltd, Locked bag 8001, Canberra, ACT 2601, Australia; Computer Science Department, Columbia University, New York, NY 10027","IEEE Transactions on Mobile Computing","","2006","5","12","1663","1678","In this paper, we provide a theoretical foundation for the problem of network localization in which some nodes know their locations and other nodes determine their locations by measuring the distances to their neighbors. We construct grounded graphs to model network localization and apply graph rigidity theory to test the conditions for unique localizability and to construct uniquely localizable networks. We further study the computational complexity of network localization and investigate a subclass of grounded graphs where localization can be computed efficiently. We conclude with a discussion of localization in sensor networks where the sensors are placed randomly","1558-0660","","10.1109/TMC.2006.174","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1717436","Computer systems organization;communication/networking and IT;mobile computing;algorithm/protocol design and analysis;architectures;theory of computation;analysis of algorithms and problem complexity;nonnumerical algorithms and problems;geometrical problems and computation;mathematics of computing;discrete mathematics;graph theory;network problems;computer applications;mobile applications;location-dependent and sensitive;wireless sensor networks.","Computer vision;Computer networks;Computational complexity;Mobile computing;Algorithm design and analysis;Pervasive computing;Global Positioning System;Mathematics;Printers;Large-scale systems","computational complexity;graph theory;wireless sensor networks","network localization theory;grounded graphs;graph rigidity theory;computational complexity;sensor networks","","381","","61","","","","","IEEE","IEEE Journals"
"Are Construction Disputes Inevitable?","S. O. Cheung; T. W. Yiu","Dept. of Building & Constr., City Univ. of Hong Kong; Dept. of Building & Constr., City Univ. of Hong Kong","IEEE Transactions on Engineering Management","","2006","53","3","456","470","Many construction projects are of long-duration and high value and foreseeing and planning for every eventuality may be impossible. Engineers and managers are expected to solve problems surfacing during the execution stage. Moreover, problems blended with conflict are damaging and manifest as disputes. The authors suggested that construction dispute can be conceptualized as having three basic components: contract provisions, triggering events and conflict. This conceptualization fits nicely with fault tree (FT) framework that is used to evaluate system failures. Furthermore, through the use of a hypothetical case, a fuzzy FT model was employed to analyze the likelihood of construction dispute. This research suggested that complex project delivered in the traditional design then build approach, construction dispute are bound to appear","1558-0040","","10.1109/TEM.2006.877445","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1661916","Construction disputes;fault tree model","","construction industry;contracts;fault trees;project management","construction disputes;construction projects;contract provisions;triggering events;fuzzy fault tree framework;system failures evaluation","","52","","74","","","","","IEEE","IEEE Journals"
"A self-tuning DVS processor using delay-error detection and correction","S. Das; D. Roberts; Seokwoo Lee; S. Pant; D. Blaauw; T. Austin; K. Flautner; T. Mudge","Michigan Univ., Ann Arbor, MI, USA; Michigan Univ., Ann Arbor, MI, USA; Michigan Univ., Ann Arbor, MI, USA; Michigan Univ., Ann Arbor, MI, USA; Michigan Univ., Ann Arbor, MI, USA; Michigan Univ., Ann Arbor, MI, USA; NA; NA","IEEE Journal of Solid-State Circuits","","2006","41","4","792","804","In this paper, we present a dynamic voltage scaling (DVS) technique called Razor which incorporates an in situ error detection and correction mechanism to recover from timing errors. We also present the implementation details and silicon measurements results of a 64-bit processor fabricated in 0.18-/spl mu/m technology that uses Razor for supply voltage control. Traditional DVS techniques require significant voltage safety margins to guarantee computational correctness at the worst case combination of process, voltage and temperature conditions, leading to a loss in energy efficiency. In Razor-based DVS, however, the supply voltage is automatically reduced to the point of first failure using the error detection and correction mechanism, thereby eliminating safety margins while still ensuring correct operation. In addition, the supply voltage can be intentionally scaled below the point of first failure of the processor to achieve an optimal tradeoff between energy savings from further voltage reduction and energy overhead from increased error detection and correction activity. We tested and measured savings due to Razor DVS for 33 different dies and obtained an average energy savings of 50% over worst case operating conditions by scaling supply voltage to achieve a 0.1% targeted error rate, at a fixed frequency of 120 MHz.","1558-173X","","10.1109/JSSC.2006.870912","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1610623","Dynamic voltage scaling (DVS);error detection and correction;self-tuning processor;voltage safety margins","Voltage control;Delay;Error correction;Safety;Dynamic voltage scaling;Timing;Silicon;Temperature;Energy efficiency;Testing","microprocessor chips;error detection;error correction;voltage control;integrated circuit design;elemental semiconductors;silicon","self-tuning processor;DVS processor;delay-error detection;delay-error correction;dynamic voltage scaling;error detection mechanism;error correction mechanism;silicon measurements;supply voltage control;DVS techniques;120 MHz;0.18 micron;64 bit;Si","","261","","14","","","","","IEEE","IEEE Journals"
"Raptor codes on binary memoryless symmetric channels","O. Etesami; A. Shokrollahi","Comput. Sci. Div., Univ. of California, Berkeley, CA, USA; NA","IEEE Transactions on Information Theory","","2006","52","5","2033","2051","In this paper, we will investigate the performance of Raptor codes on arbitrary binary input memoryless symmetric channels (BIMSCs). In doing so, we generalize some of the results that were proved before for the erasure channel. We will generalize the stability condition to the class of Raptor codes. This generalization gives a lower bound on the fraction of output nodes of degree 2 of a Raptor code if the error probability of the belief-propagation decoder converges to zero. Using information-theoretic arguments, we will show that if a sequence of output degree distributions is to achieve the capacity of the underlying channel, then the fraction of nodes of degree 2 in these degree distributions has to converge to a certain quantity depending on the channel. For the class of erasure channels this quantity is independent of the erasure probability of the channel, but for many other classes of BIMSCs, this fraction depends on the particular channel chosen. This result has implications on the ""universality"" of Raptor codes for classes other than the class of erasure channels, in a sense that will be made more precise in the paper. We will also investigate the performance of specific Raptor codes which are optimized using a more exact version of the Gaussian approximation technique.","1557-9654","","10.1109/TIT.2006.872855","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1624639","Belief-propagation;graphical codes;LT-codes;raptor codes","Iterative decoding;Iterative algorithms;Parity check codes;Information theory;Computer science;Algorithm design and analysis;Stability;Error probability;Gaussian approximation;Bipartite graph","binary codes;memoryless systems;channel coding;channel capacity;error statistics;decoding;convergence of numerical methods;Gaussian channels;approximation theory","Raptor code;arbitrary binary input memoryless symmetric channel;BIMSC;error probability;belief-propagation decoder;convergence;information-theoretic argument;degree distribution;underlying channel capacity;optimization;Gaussian approximation technique","","281","","27","","","","","IEEE","IEEE Journals"
"A 110 nA Voltage Regulator System With Dynamic Bandwidth Boosting for RFID Systems","G. K. Balachandran; R. E. Barnett","Texas Instrum. Inc., Dallas, TX; NA","IEEE Journal of Solid-State Circuits","","2006","41","9","2019","2028","This paper describes a voltage regulator system for ultra-low-power RFID tags (also called passive tags) in a 0.15 mum analog CMOS technology. These tags derive their power supply from the incoming RF energy through rectification instead of from a battery. The regulator is functional with just 110 nA current. Owing to the huge variation of the rectified voltage (by as much as tens of volts), voltage limiters and clamps are employed at various points along the regulation path. A limiter at the rectifier output clamps the rectifier voltage to a narrower range of 1.4 V. A fine-regulator, then, regulates the supply voltage close to a bandgap reference value of 1.25 V. The key aspect of this regulator is the dynamic bandwidth boosting that takes place in the regulator by sensing the excess current that is bypassed in the limter (during periods of excess energy) and increasing its bias current and hence bandwidth, accordingly. A higher bandwidth is necessary for quick recovery from line transients due to the burst nature of RF transmission, with a larger energy burst requiring a higher bandwidth to settle quickly without large line transients. The challenge of compensating such a regulator across various load currents and RF energy levels is described in this paper","1558-173X","","10.1109/JSSC.2006.881015","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1683893","Frequency compensation;passive tags;power management;RFID;voltage regulator","Voltage;Regulators;Bandwidth;Boosting;Radiofrequency identification;Radio frequency;CMOS technology;Clamps;Rectifiers;Passive RFID tags","CMOS analogue integrated circuits;current limiters;radiofrequency identification;rectification;rectifying circuits;voltage regulators","voltage regulator system;dynamic bandwidth boosting;RFID systems;ultra-low-power RFID tags;passive tags;analog CMOS technology;voltage limiters;bandgap reference value;RF transmission;110 nA;0.15 micron;1.4 V","","76","","9","","","","","IEEE","IEEE Journals"
